calID,spnumber,taxstat,family,species,star,horim_page,horim_end,star_geo,star_geod,star_geou,star_infa,star_infs,quartergrid,1grid,horimgrid,mgr_ocan,mgr_mainisl,mgr_smallisl,mgr_totalland,mgr_totalarea,qgr_mainisl,qgr_smallisl,qgr_totalland,1gr_mainisl,1gr_smallisl,1gr_totalland,infra
4372,4372,acc,Asteraceae,Saussurea chionophylla Takeda,BK,835,endemic,BK,BK,BK,BK,BK,1,1,1,0,376.8500322,0,376.8500322,376.8500322,2255.020466,0,2255.020466,8983.408726,0,8983.408726,
4387,4387,acc,Asteraceae,Saussurea insularis Kitam.,BK,836,endemic,BK,BK,BK,BK,BK,1,1,1,337.5115803,0,88.13598426,88.13598426,425.6475645,0,446.0686717,446.0686717,0,707.546288,707.546288,
4392,4392,acc,Asteraceae,Leibnitzia anandria (L.) Turcz.,GN,398,,GN,GN,GN,GN,GN,188,76,464,39951.04798,149750.1594,2864.904769,152615.0641,192566.1121,286793.4588,6235.09451,293028.5533,343016.9713,7018.261974,350035.2333,
4401,4401,acc,Asteraceae,Ainsliaea faurieana Beauverd,BK,375,endemic,BK,BK,BK,BK,BK,2,1,4,1269.025684,0,507.3032555,507.3032555,1776.328939,0,693.0742327,693.0742327,0.769177333,838.2893969,839.0585742,
4403,4403,acc,Asteraceae,Ainsliaea dissecta Franch. et Sav.,BK,792,endemic,BK,BK,BK,BK,BK,6,4,12,325.5672182,4741.384813,2.41887202,4743.803685,5069.370903,9714.713777,102.7229671,9817.436744,16076.6633,207.9677537,16284.63106,
4405,4405,acc,Diapensiaceae,Schizocodon ilicifolius Maxim.,BK,262,endemic,BK,BK,BK,BK,BK,2,1,3,918.0795022,0,413.7967984,413.7967984,1331.876301,0,693.0742327,693.0742327,0.769177333,838.2893969,839.0585742,
4407,4407,acc,Diapensiaceae,Shortia uniflora (Maxim.) Maxim.,GD,263,endemic,GD,GD,GD,GD,GD,50,22,111,895.2389898,44610.21817,0.90023563,44611.1184,45506.35739,117683.0534,11.04272396,117694.0961,174312.8096,479.4167144,174792.2263,
4408,4408,acc,Diapensiaceae,Shortia rotundifolia (Maxim.) Makino,GD,261,,GD,GD,GD,GD,GD,4,4,4,1066.987683,0,781.746361,781.746361,1848.734044,0,1624.206407,1624.206407,0,1940.877434,1940.877434,
4410,4410,acc,Ericaceae,Cladothamnus bracteatus (Maxim.) Yamazaki,BU,287,endemic,BU,BU,BU,BU,BU,61,30,104,2505.470766,38764.86305,0.43920863,38765.30226,41270.77303,121943.7581,1.792719062,121945.5508,190579.7174,169.1137322,190748.8311,
4411,4411,acc,Ericaceae,Elliottia paniculata (Sieb. et Zucc.) Benth. et Hook. f.,GN,713,endemic,GN,GN,GN,GN,GN,120,48,317,12033.68917,117529.4441,829.689935,118359.134,130392.8232,219443.0168,1875.477192,221318.494,269160.6638,3861.568909,273022.2327,
4412,4412,acc,Ericaceae,Bryanthus gmelinii D. Don,GN,265,,GN,GN,GN,GN,GN,9,6,12,258.01809,4255.160334,0,4255.160334,4513.178424,18344.21672,0.025407965,18344.24213,42556.69971,1.191267456,42557.89098,
4413,4413,acc,Ericaceae,Loiseleuria procumbens (L.) Desv.,GN,272,,GN,GN,GN,GN,GN,35,21,53,580.3381079,20608.34693,0.04272615,20608.38966,21188.72777,78020.35384,0.385749443,78020.73959,160269.8936,12.71361034,160282.6072,
4415,4415,acc,Ericaceae,Phyllodoce aleutica (Spreng.) A. Heller,GN,274,,GN,GN,GN,GN,GN,35,20,59,534.270419,22873.67577,0.03285515,22873.70862,23407.97904,76524.40302,0.869968741,76525.27299,149921.4033,155.8998985,150077.3032,
4418,4418,acc,Ericaceae,Epigaea asiatica Maxim.,BU,268,endemic,BU,BU,BU,BU,BU,61,25,146,3509.964557,56100.68348,287.6807249,56388.36421,59898.32877,121458.5313,401.798949,121860.3303,163676.221,447.8461164,164124.0671,
4419,4419,acc,Ericaceae,Therorhodion camtschaticum (Pall.) Small,GN,279,,GN,GN,GN,GN,GN,19,12,34,1707.475395,10855.76429,214.3292965,11070.09359,12777.56898,37007.52832,255.9347784,37263.4631,81497.20336,257.5342442,81754.7376,
4429,4429,acc,Ericaceae,Rhododendron keiskei Miq.,BU,711,endemic,BU,BU,BU,BU,BU,50,27,90,2670.160508,35086.935,511.3370626,35598.27207,38268.43257,99820.90646,1148.545364,100969.4518,164712.7694,3138.719037,167851.4884,
4430,4430,acc,Ericaceae,Rhododendron latoucheae Fr.,GN,280,,GN,GN,GN,GN,GN,3,3,4,1068.573902,0,789.0029662,789.0029662,1857.576869,0,1138.891053,1138.891053,0,1454.483069,1454.483069,
4432,4432,acc,Ericaceae,Rhododendron semibarbatum Maxim.,GN,285,endemic,GN,GN,GN,GN,GN,77,37,195,5441.880534,75364.66995,344.3341347,75709.00408,81150.88461,158882.6742,980.6020706,159863.2763,226235.5314,1858.511257,228094.0427,
4433,4433,acc,Ericaceae,Rhododendron boninense Nakai,BK,278,endemic,BK,BK,BK,BK,BK,1,1,1,421.2869116,0,36.5205782,36.5205782,457.8074898,0,39.14876261,39.14876261,0,43.71486414,43.71486414,
4436,4436,acc,Ericaceae,Rhododendron macrosepalum Maxim.,BU,281,endemic,BU,BU,BU,BU,BU,38,15,143,11942.30467,47896.35678,780.3149467,48676.67172,60618.9764,67255.98376,1009.260748,68265.24451,86978.18834,1281.572511,88259.76085,
4437,4437,acc,Ericaceae,Rhododendron ripense Makino,GD,284,endemic,GD,GD,GD,GD,GD,26,12,74,2145.844352,29210.56159,163.8360878,29374.39768,31520.24203,44198.85609,1106.997451,45305.85354,53533.1024,2063.853168,55596.95557,
4449,4449,acc,Ericaceae,Rhododendron tashiroi Maxim.,GD,286,endemic,GD,GD,GD,GD,GD,20,12,43,13926.13617,2317.620891,3044.038863,5361.659754,19287.79593,6492.916012,3505.662624,9998.578636,13043.61142,3759.059889,16802.67131,
4465,4465,acc,Ericaceae,Rhododendron japonicum (A. Gray) Suringar,BU,709,endemic,BU,BU,BU,BU,BU,102,42,279,6902.652338,107881.2126,756.6381071,108637.8507,115540.5031,204800.1008,1597.14706,206397.2479,247776.6173,3930.097779,251706.7151,
4466,4466,acc,Ericaceae,Rhododendron albrechtii Maxim.,GN,276,,GN,GN,GN,GN,GN,67,31,138,3150.560792,51563.99609,1.34919139,51565.34528,54715.90607,123290.3181,44.52786291,123334.8459,186981.8016,180.5616113,187162.3632,
4469,4469,acc,Ericaceae,Rhododendron yakusimanum Nakai,BK,282,endemic,BK,BK,BK,BK,BK,2,1,4,1269.025684,0,507.3032555,507.3032555,1776.328939,0,693.0742327,693.0742327,0.769177333,838.2893969,839.0585742,
4474,4474,acc,Ericaceae,Rhododendron aureum Georgi,GN,277,,GN,GN,GN,GN,GN,38,22,65,1954.606925,23204.68851,143.7990646,23348.48758,25303.0945,71086.62152,294.1582847,71380.7798,136748.4338,411.4988754,137159.9327,
4488,4488,acc,Ericaceae,Leucothoe grayana Maxim.,BU,708,endemic,BU,BU,BU,BU,BU,81,41,176,6306.691991,64340.52162,372.9155782,64713.43719,71020.12918,148468.6133,709.3495611,149177.9628,235858.0345,1503.77371,237361.8082,
4489,4489,acc,Ericaceae,Pieris japonica (Thunb.) D. Don ex G. Don,BU,275,endemic,BU,BU,BU,BU,BU,117,43,385,29474.54969,131430.0136,2417.531642,133847.5453,163322.095,183048.1499,4695.628211,187743.7781,209889.8672,5428.06374,215317.931,
4492,4492,acc,Ericaceae,Harrimanella stelleriana (Pall.) Coville,GN,270,,GN,GN,GN,GN,GN,12,7,19,74.44042537,7441.490482,0,7441.490482,7515.930908,26585.25307,0.027980848,26585.28105,56804.28287,0.281913464,56804.56479,
4493,4493,acc,Ericaceae,Cassiope lycopodioides (Pall.) D. Don,GN,266,,GN,GN,GN,GN,GN,38,21,63,1413.943655,23312.49819,122.9401824,23435.43837,24849.38202,77145.0453,256.5269895,77401.57229,148845.5439,401.2843075,149246.8283,
4494,4494,acc,Ericaceae,Arcterica nana (Maxim.) Makino,GN,704,,GN,GN,GN,GN,GN,52,28,79,571.5284039,31032.39845,0.03605413,31032.4345,31603.9629,113301.6155,1.09239598,113302.7079,203424.4418,83.5094596,203507.9513,
4495,4495,acc,Ericaceae,Gaultheria miqueliana Takeda,GN,269,,GN,GN,GN,GN,GN,45,23,81,1316.603734,31066.32329,0.12073225,31066.44402,32383.04776,97578.77351,9.549340526,97588.32285,173788.6284,15.09996136,173803.7284,
4496,4496,acc,Ericaceae,Gaultheria adenothrix (Miq.) Maxim.,GN,706,endemic,GN,GN,GN,GN,GN,61,31,122,463.562745,49328.46091,1.81835384,49330.27926,49793.84201,138934.9062,77.20171207,139012.108,221477.3687,1319.43243,222796.8011,
4497,4497,acc,Ericaceae,Gaultheria japonica (A. Gray) Sleumer,BU,267,endemic,BU,BU,BU,BU,BU,11,6,17,0,7018.05039,0,7018.05039,7018.05039,27149.65274,0.002572883,27149.65531,57588.13699,1.195405769,57589.3324,
4498,4498,acc,Ericaceae,Vaccinium japonicum Miq.,GN,290,,GN,GN,GN,GN,GN,124,49,321,13636.67308,117926.4246,1169.643157,119096.0677,132732.7408,232184.4916,2316.16826,234500.6598,293516.5128,4127.775475,297644.2883,
4501,4501,acc,Ericaceae,Vaccinium wrightii A. GrayA. Gray,BK,293,,BK,BK,BK,BK,BK,21,12,45,17843.00527,0,2808.144336,2808.144336,20651.14961,0,3223.201243,3223.201243,0,3253.582173,3253.582173,
4503,4503,acc,Ericaceae,Vaccinium bracteatum Thunb.,GN,289,,GN,GN,GN,GN,GN,120,47,398,67473.39941,96115.62078,6917.724827,103033.3456,170506.745,142363.1702,7642.80396,150005.9742,164059.9747,7927.397979,171987.3726,
4504,4504,acc,Ericaceae,Vaccinium emarginatum Hayata,GD,288,,GD,GD,GD,GD,GD,1,1,1,106.4320532,0,346.6154059,346.6154059,453.0474592,0,612.6782533,612.6782533,0,864.7624303,864.7624303,
4505,4505,acc,Ericaceae,Vaccinium vitis-idaea L.,GN,292,,GN,GN,GN,GN,GN,78,37,159,4955.605948,57465.33988,183.8698536,57649.20973,62604.81568,148492.8274,305.3031427,148798.1305,222089.6352,523.3067522,222612.9419,
4511,4511,acc,Ericaceae,Vaccinium yakushimense Makino,BK,294,endemic,BK,BK,BK,BK,BK,2,1,3,918.0795022,0,413.7967984,413.7967984,1331.876301,0,693.0742327,693.0742327,0.769177333,838.2893969,839.0585742,
4515,4515,acc,Ericaceae,Vaccinium praestans Lamb.,GN,291,,GN,GN,GN,GN,GN,40,22,70,4961.049139,21179.75257,216.9434813,21396.69605,26357.74519,63569.58328,301.2741714,63870.85745,113991.7758,409.3392537,114401.115,
4530,4530,acc,Myrsinaceae,Maesa japonica (Thunb.) Moritzi,GN,300,,GN,GN,GN,GN,GN,96,42,277,40982.34614,73644.50609,4297.782609,77942.28869,118924.6348,126702.0732,5974.597906,132676.6711,163700.9749,6514.214816,170215.1897,
4531,4531,acc,Myrsinaceae,Ardisia sieboldii Miq.,GN,299,,GN,GN,GN,GN,GN,64,34,148,53248.47259,6522.158729,6437.67206,12959.83079,66208.30338,19510.52882,6898.802586,26409.33141,35480.78023,7320.491927,42801.27216,
4532,4532,acc,Myrsinaceae,Ardisia quinquegona Bl.,GN,298,,GN,GN,GN,GN,GN,20,13,45,17044.67662,0,3529.808901,3529.808901,20574.48552,0,4049.817553,4049.817553,0.769177333,4258.085621,4258.854798,
4533,4533,acc,Myrsinaceae,Ardisia crenata Sims,GN,296,,GN,GN,GN,GN,GN,132,58,360,69028.58969,78549.33151,7678.656644,86227.98816,155256.5778,140401.4133,9937.774691,150339.1879,180415.4192,10098.08569,190513.5049,
4534,4534,acc,Myrsinaceae,Ardisia crispa (Thunb.) DC.,GN,714,,GN,GN,GN,GN,GN,53,35,80,13115.04688,19691.82392,1682.912506,21374.73642,34489.7833,69840.66939,3864.323406,73704.99279,139367.163,6219.921426,145587.0845,
4535,4535,acc,Myrsinaceae,Ardisia japonica (Thunb.) Bl.,GN,297,,GN,GN,GN,GN,GN,194,73,654,86411.52609,182924.6458,6997.893088,189922.5389,276334.065,263538.2492,8441.144505,271979.3937,286750.2603,9513.710601,296263.9709,
4536,4536,acc,Myrsinaceae,Ardisia pusilla A. DC.,GN,715,,GN,GN,GN,GN,GN,80,42,178,35882.8619,36875.45081,4830.062285,41705.5131,77588.375,79926.25119,7009.906444,86936.15763,107295.3329,8649.4766,115944.8095,
4537,4537,acc,Myrsinaceae,Ardisia chinensis Benth.,GN,295,,GN,GN,GN,GN,GN,1,1,1,408.2531885,0,46.17346214,46.17346214,454.4266507,0,221.9085938,221.9085938,0,340.6879771,340.6879771,
4539,4539,acc,Myrsinaceae,Rapanaea neriifolia (Sieb. et Zucc.) Mez,GN,302,,GN,GN,GN,GN,GN,100,47,259,65651.92622,39063.89984,7926.596729,46990.49657,112642.4228,81504.10042,9312.737669,90816.83808,116709.205,9747.754937,126456.9599,
4550,4550,acc,Primulaceae,Lysimachia mauritiana Lam.,GN,305,,GN,GN,GN,GN,GN,160,83,326,100319.8314,31040.84462,9130.064904,40170.90953,140490.741,107074.7889,10808.50681,117883.2957,218711.5194,11567.33557,230278.855,
4551,4551,acc,Primulaceae,Lysimachia sikokiana Miq.,GN,716,,GN,GN,GN,GN,GN,55,36,91,27211.31002,8298.284627,4704.146395,13002.43102,40213.74105,35006.81424,7041.500563,42048.3148,85007.46133,8164.918426,93172.37976,
4552,4552,acc,Primulaceae,Lysimachia vulgaris L. var. davurica Ledeb.,GN,717,,GN,GN,GN,GN,GN,106,50,227,14482.76962,73991.76176,273.7964177,74265.55818,88748.3278,185232.0391,422.0536276,185654.0927,277072.0759,1636.268891,278708.3448,infra
4553,4553,acc,Primulaceae,Lysimachia japonica Thunb.,GN,304,,GN,GN,GN,GN,GN,201,80,643,76257.64414,188217.3047,6674.595296,194891.9,271149.5442,277668.7288,8640.120852,286308.8497,313708.4265,9332.581321,323041.0078,
4559,4559,acc,Primulaceae,Trientalis europaea L.,GN,720,,GN,GN,GN,GN,GN,66,34,127,2701.818614,47901.90735,2.22751043,47904.13486,50605.95348,137937.4063,10.17640502,137947.5827,212200.0503,809.6865785,213009.7369,
4572,4572,acc,Primulaceae,Primula yuparensis Takeda,BK,719,endemic,BK,BK,BK,BK,BK,1,1,1,0,376.8500322,0,376.8500322,376.8500322,2255.020466,0,2255.020466,8983.408726,0,8983.408726,
4573,4573,acc,Primulaceae,Primula macrocarpa Maxim.,BK,718,endemic,BK,BK,BK,BK,BK,1,1,1,0,397.3411299,0,397.3411299,397.3411299,2378.387223,0,2378.387223,9018.759468,1.118133296,9019.877601,
4575,4575,acc,Primulaceae,Primula nipponica Yatabe,BK,306,endemic,BK,BK,BK,BK,BK,12,6,19,200.9279869,7400.372724,0,7400.372724,7601.300711,25296.24562,3.593684676,25299.83931,41178.63959,15.127207,41193.7668,
4579,4579,acc,Plumbaginaceae,Limonium tetragonum (Thunb.) Bullock,GN,307,,GN,GN,GN,GN,GN,43,25,78,15371.48664,16494.21089,1413.539547,17907.75044,33279.23708,51279.05859,3988.742759,55267.80135,94883.91934,5946.837305,100830.7566,
4582,4582,acc,Plumbaginaceae,Limonium wrightii (Hance) O. Kuntze,GD,308,,GD,GD,GD,GD,GD,27,19,53,21758.17905,0,2559.197317,2559.197317,24317.37637,0,3157.212905,3157.212905,748.5995772,4705.931838,5454.531416,
4583,4583,acc,Sapotaceae,Planchonella obovata (R. Br.) Pierre,GN,721,,GN,GN,GN,GN,GN,26,16,60,24327.14024,0,3286.96035,3286.96035,27614.10059,0,3517.869979,3517.869979,0,3624.674918,3624.674918,
4586,4586,acc,Ebenaceae,Diospyros maritima Bl.,GN,309,,GN,GN,GN,GN,GN,21,12,45,18325.73525,0,2484.864661,2484.864661,20810.59991,0,3197.139787,3197.139787,0,3459.382763,3459.382763,
4587,4587,acc,Ebenaceae,Diospyros morrisiana Hance,GN,723,,GN,GN,GN,GN,GN,59,35,124,23565.89043,25612.50244,5025.135165,30637.6376,54203.52803,57271.71474,7146.634974,64418.34972,94413.90692,8501.550513,102915.4574,
4591,4591,acc,Ebenaceae,Diospyros egbert-walkeri Kosterm.,GD!,722,,GD,GD,GD,GD,GD,11,6,18,7367.781584,0,1016.802395,1016.802395,8384.583979,0,1662.526207,1662.526207,0,1701.413856,1701.413856,
4592,4592,acc,Styracaceae,Styrax japonicus Sieb. et Zucc.,GN,314,,GN,GN,GN,GN,GN,209,80,713,86826.77011,207393.2418,7954.182564,215347.4243,302174.1944,272102.7917,10524.25155,282627.0433,286290.9758,11100.19866,297391.1745,
4593,4593,acc,Styracaceae,Styrax obassia Sieb. et Zucc.,GN,727,,GN,GN,GN,GN,GN,122,57,297,10467.05509,110201.2464,126.542212,110327.7887,120794.8437,234560.0563,1038.882526,235598.9388,319720.2306,3375.509671,323095.7402,
4594,4594,acc,Styracaceae,Styrax shiraianus Makino,GN!,315,,GN,GN,GN,GN,GN,33,19,58,183.404816,24479.70058,1.8760969,24481.57668,24664.9815,75116.3967,235.7515114,75352.14821,137382.1512,1759.800737,139141.952,
4604,4604,acc,Symplocaceae,Symplocos prunifolia Sieb. et Zucc.,GN,313,,GN,GN,GN,GN,GN,89,44,199,31463.84195,49359.479,5185.092532,54544.57153,86008.41348,98881.41329,8555.083337,107436.4966,143563.4931,9660.377813,153223.8709,
4606,4606,acc,Symplocaceae,Symplocos theophrastifolia Sieb. et Zucc.,GN,726,,GN,GN,GN,GN,GN,51,24,97,16202.7364,23308.56532,2391.694198,25700.25952,41902.99592,60218.34319,4334.862497,64553.20568,85687.69464,4761.188986,90448.88363,
4608,4608,acc,Symplocaceae,Symplocos microcalyx Hayata,BK,725,endemic,BK,BK,BK,BK,BK,10,6,21,7469.730891,0,2113.759465,2113.759465,9583.490356,0,2533.881019,2533.881019,0,2607.823444,2607.823444,
4609,4609,acc,Symplocaceae,Symplocos glauca (Thunb.) Koidz.,GN,311,,GN,GN,GN,GN,GN,78,40,181,37349.40341,36192.93333,5277.324689,41470.25802,78819.66143,78030.01527,7654.177024,85684.1923,126241.0745,8814.978061,135056.0525,
4612,4612,acc,Symplocaceae,Symplocos kuroki Nagamasu,BU,312,endemic,BU,BU,BU,BU,BU,90,43,269,60098.8649,49494.09235,7372.224223,56866.31657,116965.1815,77948.52204,8533.424478,86481.94652,107225.4155,9556.443587,116781.8591,
4618,4618,acc,Oleaceae,Forsythia japonica Makino,BK,728,endemic,BK,BK,BK,BK,BK,3,2,7,0,2956.993581,0,2956.993581,2956.993581,7572.117468,0.540874449,7572.658343,12155.31264,334.7428057,12490.05545,
4619,4619,acc,Oleaceae,Forsythia togashii Hara,BK,729,endemic,BK,BK,BK,BK,BK,1,1,1,362.2662213,0,61.71885456,61.71885456,423.9850758,1640.264266,102.4661726,1742.730439,4781.055639,827.4716362,5608.527275,
4623,4623,acc,Oleaceae,Fraxinus mandshurica Rupr.,GN,730,,GN,GN,GN,GN,GN,96,39,272,14416.83996,89433.52434,430.6958523,89864.22019,104281.0602,164589.6929,793.1255411,165382.8185,215558.1421,1351.267461,216909.4096,
4625,4625,acc,Oleaceae,Fraxinus sieboldiana Bl.,GN,731,,GN,GN,GN,GN,GN,166,66,425,24944.41845,149580.5359,1524.770406,151105.3063,176049.7247,279602.8936,5067.152062,284670.0457,325035.93,6576.292981,331612.223,
4634,4634,acc,Oleaceae,Osmanthus heterophyllus (G. Don) P. S. Green,BU,316,,BU,BU,BU,BU,BU,63,27,142,7324.598839,51752.28908,1222.97386,52975.26294,60299.86178,110948.9626,3000.184141,113949.1468,143247.0473,3893.66169,147140.709,
4636,4636,acc,Oleaceae,Ligustrum japonicum Thunb.,GN,317,,GN,GN,GN,GN,GN,141,57,479,84913.39043,112959.2162,8235.341807,121194.558,206107.9484,161264.6668,9811.653825,171076.3206,186825.9625,10016.03558,196841.9981,
4638,4638,acc,Oleaceae,Ligustrum liukiuense Koidz.,BK,732,endemic,BK,BK,BK,BK,BK,10,7,19,6962.005024,0,1722.498477,1722.498477,8684.503501,0,2247.536708,2247.536708,0,2321.778863,2321.778863,
4649,4649,acc,Loganiaceae,Gardneria multiflora Makino,GN,734,,GN,GN,GN,GN,GN,8,5,17,167.5313459,7000.522515,16.17548593,7016.698001,7184.229347,18062.83601,203.2337531,18266.06976,28197.57191,1205.333304,29402.90521,
4650,4650,acc,Loganiaceae,Gardneria nutans Sieb. et Zucc.,BU,735,endemic,BU,BU,BU,BU,BU,67,32,111,20280.42807,25071.57072,2387.784978,27459.3557,47739.78377,74164.63975,4202.161402,78366.80115,112234.4725,5055.223179,117289.6957,
4652,4652,acc,Gentianaceae,Swertia tashiroi (Maxim.) Makino,BK,320,endemic,BK,BK,BK,BK,BK,23,15,47,17060.22699,733.7284912,3431.122648,4164.851139,21225.07813,1773.894205,4320.941195,6094.8354,8431.723235,4450.671587,12882.39482,
4654,4654,acc,Gentianaceae,Swertia bimaculata (Sieb. et Zucc.) Hook. f. et Thoms. ex C. B. Clarke,GN,740,,GN,GN,GN,GN,GN,130,55,284,13350.86743,103815.134,1524.21324,105339.3473,118690.2147,237076.5077,4120.413618,241196.9214,303295.7153,5059.110008,308354.8253,
4667,4667,acc,Gentianaceae,Gentiana sikokiana Maxim.,GD,318,endemic,GD,GD,GD,GD,GD,8,6,20,654.459864,7892.146381,9.8910704,7902.037451,8556.497315,14634.52372,186.5618488,14821.08557,31119.84349,1204.115255,32323.95875,
4669,4669,acc,Gentianaceae,Gentiana yakushimensis Makino,BK,319,endemic,BK,BK,BK,BK,BK,2,1,3,918.0795022,0,413.7967984,413.7967984,1331.876301,0,693.0742327,693.0742327,0.769177333,838.2893969,839.0585742,
4672,4672,acc,Gentianaceae,Gentiana nipponica Maxim.,BU,737,endemic,BU,BU,BU,BU,BU,19,13,33,200.9279869,12895.7626,0,12895.7626,13096.69059,41837.91899,3.285402845,41841.20439,95794.48185,14.45269634,95808.93454,
4682,4682,acc,Gentianaceae,Tripterospermum japonicum (Sieb. et Zucc.) Maxim.,GN,741,,GN,GN,GN,GN,GN,199,75,517,32226.93195,177837.5222,3294.47411,181131.9963,213358.9283,319224.847,6221.964606,325446.8116,356872.0389,7776.92303,364648.9619,
4683,4683,acc,Menyanthaceae,Menyanthes trifoliata L.,GN,739,,GN,GN,GN,GN,GN,46,31,69,3769.558619,23799.59433,5.33474997,23804.92908,27574.4877,92682.85999,145.8860814,92828.74607,188743.8417,1489.412665,190233.2544,
4691,4691,acc,Apocynaceae,Cerbera manghas L.,GN,322,,GN,GN,GN,GN,GN,18,11,40,15602.13065,0,2799.048366,2799.048366,18401.17902,0,3232.168877,3232.168877,0,3272.434999,3272.434999,
4695,4695,acc,Apocynaceae,Anodendron affine (Hook. et Arn.) Drude,GN,321,,GN,GN,GN,GN,GN,95,47,204,52687.64516,29854.49572,6601.180185,36455.6759,89143.32106,79518.02592,9161.217257,88679.24317,115661.6853,9869.246397,125530.9317,
4699,4699,acc,Asclepiadaceae,Metaplexis japonica (Thunb.) Makino,GN,743,,GN,GN,GN,GN,GN,164,68,322,33935.50885,94617.62785,2260.593046,96878.22089,130813.7297,256677.1551,5201.84974,261879.0049,338236.1565,6421.303911,344657.4604,
4720,4720,acc,Asclepiadaceae,Cynanchum caudatum (Miq.) Maxim.,GN,742,,GN,GN,GN,GN,GN,131,61,253,15746.04812,84606.8346,875.6782106,85482.51281,101228.5609,225922.5207,2788.206872,228710.7276,309213.7853,4246.229873,313460.0151,
4723,4723,acc,Asclepiadaceae,Marsdenia tomentosa Morr. et Decne.,GN,324,,GN,GN,GN,GN,GN,93,45,173,28771.7303,41232.92567,4440.005004,45672.93068,74444.66098,116254.521,7239.459228,123493.9802,169988.5492,8226.595564,178215.1447,
4726,4726,acc,Asclepiadaceae,Tylophora japonica Miq.,GD,325,endemic,GD,GD,GD,GD,GD,46,26,86,25794.53506,8409.657912,4087.984172,12497.64208,38292.17715,27836.85028,5561.695263,33398.54554,49152.20188,6562.996363,55715.19824,
4731,4731,acc,Asclepiadaceae,Hoya carnosa (L. f.) R. Br.,GN,323,,GN,GN,GN,GN,GN,35,20,79,30070.59262,1368.407816,4510.122281,5878.530098,35949.12272,4871.978686,4593.705051,9465.683737,8431.723235,4632.027179,13063.75041,
4734,4734,acc,Solanaceae,Lycium sandwicense A. GrayA. Gray,BK,344,,BK,BK,BK,BK,BK,2,2,3,1320.096608,0,53.96733574,53.96733574,1374.063943,0,65.18845718,65.18845718,0,69.7545587,69.7545587,
4757,4757,acc,Convolvulaceae,Dichondra micrantha Urb.,GN,327,,GN,GN,GN,GN,GN,67,37,141,47498.192,8574.720799,6405.062278,14979.78308,62477.97508,33488.20138,8041.628149,41529.82953,68945.40764,8727.09883,77672.50647,
4764,4764,acc,Convolvulaceae,Calystegia soldanella (L.) Roem. et Schult.,GN,326,,GN,GN,GN,GN,GN,206,95,488,121890.5968,73434.43639,9649.236983,83083.67337,204974.2701,196650.9055,11402.84721,208053.7527,309434.7481,11687.94007,321122.6882,
4769,4769,acc,Convolvulaceae,Ipomoea indica (Burm.) Merr.,GN,744,,GN,GN,GN,GN,GN,54,33,111,39721.52481,4188.847582,5708.251974,9897.099556,49618.62436,18529.56542,6555.567751,25085.13317,49778.88228,7308.810734,57087.69302,
4772,4772,acc,Convolvulaceae,Ipomoea littoralis Bl.,GN,328,,GN,GN,GN,GN,GN,19,11,39,15912.64051,0,2145.902438,2145.902438,18058.54295,0,2604.977248,2604.977248,0,2615.136048,2615.136048,
4782,4782,acc,Rubiaceae,Wendlandia formosana Cowan,GN,362,,GN,GN,GN,GN,GN,15,10,31,11667.21628,0,2595.938811,2595.938811,14263.15509,0,3061.275873,3061.275873,0,3233.884435,3233.884435,
4783,4783,acc,Rubiaceae,Coptosapelta diffusa (Champ. ex Benth.) Steenis,GN,777,,GN,GN,GN,GN,GN,9,8,17,6054.523299,0,1775.036947,1775.036947,7829.560247,0,2347.833236,2347.833236,0,3197.544082,3197.544082,
4784,4784,acc,Rubiaceae,Uncaria rhynchophylla (Miq.) Miq.,GN,361,,GN,GN,GN,GN,GN,67,34,148,18656.21691,42636.10331,2522.895824,45158.99913,63815.21604,90441.3068,4489.116221,94930.42302,129053.4377,6332.225712,135385.6634,
4786,4786,acc,Rubiaceae,Adina pilulifera (Lam.) Fr. ex Drake,GN,350,,GN,GN,GN,GN,GN,15,7,23,3519.318105,5368.441467,1212.954448,6581.395916,10100.71402,16491.92754,2345.2101,18837.13764,22307.09271,2872.98485,25180.07756,
4791,4791,acc,Rubiaceae,Gardenia jasminoides Ellis,GN,351,,GN,GN,GN,GN,GN,115,53,297,70634.91963,51467.52913,7583.486503,59051.01564,129685.9353,108129.5596,9324.082497,117453.6421,143882.3651,10010.19091,153892.556,
4794,4794,acc,Rubiaceae,Randia canthioides Champ. ex Benth.,GN!,358,,GN,GN,GN,GN,GN,12,8,27,9773.353494,0,2646.125098,2646.125098,12419.47859,0,3002.238245,3002.238245,0,3189.733066,3189.733066,
4796,4796,acc,Rubiaceae,Tricalysia dubia (Lindl.) Ohwi,GN!,360,,GN,GN,GN,GN,GN,17,10,34,12568.40384,0,3029.018294,3029.018294,15597.42213,0.769177333,3730.963128,3731.732306,0.769177333,4046.198193,4046.96737,
4797,4797,acc,Rubiaceae,Guettarda speciosa L.,GN,770,,GN,GN,GN,GN,GN,3,3,4,1531.215718,0,340.0572673,340.0572673,1871.272985,0,729.7383615,729.7383615,0,793.2462003,793.2462003,
4798,4798,acc,Rubiaceae,Morinda citrifolia L.,GN,774,,GN,GN,GN,GN,GN,10,8,26,10567.8082,0,1511.490473,1511.490473,12079.29867,0,1953.110044,1953.110044,0,2230.296702,2230.296702,
