scode,sampname,lat,ns,long,ew,rectotal,spcount,GHI,BK,GD,BU,GN,horim_end,sum_WE,CWE,ocean,mainisl,smallisl,totalland,totalarea
1376,horim1376,26.416667,n,127.625,e,117,117,271,10,3,5,97,12,2.689117,0.022983906,439.6099108,0,20.8328818,20.8328818,460.4427926
1377,horim1377,26.416667,n,127.875,e,233,233,232,16,8,9,195,22,3.857274,0.016554824,231.4277974,0,229.0149952,229.0149952,460.4427926
1378,horim1378,26.416667,n,128.125,e,41,41,95,1,1,1,38,1,0.486366,0.011862585,459.3637818,0,1.079010837,1.079010837,460.4427926
1379,horim1379,26.25,n,126.625,e,0,0,0,0,0,0,0,0,0,0,461.0689065,0,0.023038888,0.023038888,461.0919454
1380,horim1380,26.25,n,126.875,e,215,215,191,12,6,8,184,18,3.421429,0.015913623,445.3341689,0,15.75777654,15.75777654,461.0919454
1381,horim1381,26.25,n,127.125,e,62,62,125,2,1,4,53,3,0.616374,0.009941516,459.1630931,0,1.92885224,1.92885224,461.0919454
1382,horim1382,26.25,n,127.375,e,182,182,176,10,3,6,159,14,2.276185,0.012506511,432.6605278,0,28.43141762,28.43141762,461.0919454
1383,horim1383,26.25,n,127.625,e,135,135,202,8,4,5,115,11,1.80741,0.013388222,366.662318,0,94.42962735,94.42962735,461.0919454
1384,horim1384,26.25,n,127.875,e,132,132,176,7,3,4,115,11,1.928484,0.014609727,347.020403,0,114.0715424,114.0715424,461.0919454
1385,horim1385,26.083333,n,127.125,e,61,61,127,2,1,4,52,3,0.581891,0.009539197,461.0277713,0,0.709448649,0.709448649,461.7372199
1386,horim1386,26.083333,n,127.375,e,105,105,202,6,3,6,87,11,1.321053,0.012581457,457.6822001,0,4.055019854,4.055019854,461.7372199
1387,horim1387,26.083333,n,127.625,e,150,150,214,9,6,6,126,12,2.193901,0.014626007,382.2252074,0,79.51201259,79.51201259,461.7372199
1388,horim1388,26.083333,n,127.875,e,151,151,158,7,3,6,132,10,2.015684,0.013348901,432.2944099,0,29.44281,29.44281,461.7372199
1389,horim1389,25.916667,n,123.625,e,28,28,42,0,1,1,26,1,0.269664,0.009630857,461.4827747,0,0.895837081,0.895837081,462.3786118
1390,horim1390,25.916667,n,124.625,e,0,0,0,0,0,0,0,0,0,0,462.3208152,0,0.057796587,0.057796587,462.3786118
1391,horim1391,25.916667,n,131.125,e,78,78,165,3,4,3,66,6,1.298886,0.016652385,448.2973549,0,14.08125688,14.08125688,462.3786118
1392,horim1392,25.916667,n,131.375,e,78,78,165,3,4,3,66,6,1.298886,0.016652385,443.9779938,0,18.40061803,18.40061803,462.3786118
1393,horim1393,25.75,n,123.375,e,73,73,95,2,1,2,67,3,0.85872,0.011763288,459.1930117,0,3.823104783,3.823104783,463.0161165
1394,horim1394,25.75,n,123.625,e,64,64,90,1,2,4,56,1,0.668702,0.010448469,462.2751334,0,0.740983089,0.740983089,463.0161165
1395,horim1395,25.75,n,131.125,e,78,78,165,3,4,3,66,6,1.298886,0.016652385,455.1004506,0,7.915665949,7.915665949,463.0161165
1396,horim1396,25.75,n,131.375,e,78,78,165,3,4,3,66,6,1.298886,0.016652385,460.9251765,0,2.090940023,2.090940023,463.0161165
1397,horim1397,25.416667,n,141.375,e,15,15,180,1,0,0,14,1,0.340645,0.022709667,458.7115523,0,5.56789465,5.56789465,464.2794469
1398,horim1398,24.916667,n,125.125,e,90,90,139,4,1,2,81,5,1.503255,0.016702833,451.5217615,0,14.62341826,14.62341826,466.1451797
1399,horim1399,24.916667,n,125.375,e,123,123,119,4,3,3,111,5,2.518784,0.020477919,453.1550442,0,12.99013554,12.99013554,466.1451797
1400,horim1400,24.75,n,124.625,e,75,75,102,2,2,1,68,3,1.155592,0.015407893,461.5938955,0,5.165374558,5.165374558,466.7592701
1401,horim1401,24.75,n,125.125,e,87,87,155,4,2,2,77,6,1.408854,0.016193724,438.1579457,0,28.60132441,28.60132441,466.7592701
1402,horim1402,24.75,n,125.375,e,120,120,89,3,2,2,110,5,2.059241,0.017160342,319.4485865,0,147.3106836,147.3106836,466.7592701
1403,horim1403,24.75,n,141.375,e,20,20,270,2,0,0,18,2,0.712779,0.03563895,443.4481884,0,23.31108172,23.31108172,466.7592701
1404,horim1404,24.583333,n,124.125,e,18,18,211,1,1,0,15,1,0.52791,0.029328333,467.138534,0,0.23090914,0.23090914,467.3694431
1405,horim1405,24.583333,n,124.375,e,152,152,193,8,6,5,128,10,2.791989,0.018368349,436.6534545,0,30.71598859,30.71598859,467.3694431
1406,horim1406,24.583333,n,124.625,e,0,0,0,0,0,0,0,0,0,0,450.6642286,0,16.70521452,16.70521452,467.3694431
1407,horim1407,24.416667,n,122.875,e,194,194,168,8,9,7,165,12,4.218496,0.021744825,449.8110709,0,18.16462364,18.16462364,467.9756945
1408,horim1408,24.416667,n,123.125,e,194,194,168,8,9,7,165,12,4.218496,0.021744825,457.2853426,0,10.69035197,10.69035197,467.9756945
1409,horim1409,24.416667,n,123.625,e,187,187,168,9,5,6,162,11,4.24334,0.022691658,462.51535,0,5.460344565,5.460344565,467.9756945
1410,horim1410,24.416667,n,123.875,e,232,232,178,12,6,9,200,16,6.895607,0.029722444,330.8861683,0,137.0895262,137.0895262,467.9756945
1411,horim1411,24.416667,n,124.125,e,244,244,217,15,10,7,205,19,7.745995,0.031745881,290.759581,0,177.2161135,177.2161135,467.9756945
1412,horim1412,24.416667,n,124.375,e,148,148,115,4,5,5,131,5,2.641891,0.017850615,455.7632251,0,12.21246947,12.21246947,467.9756945
1413,horim1413,24.416667,n,131.125,e,1,1,0,0,0,0,1,0,0.013889,0.013889,466.8207954,0,1.154899162,1.154899162,467.9756945
1414,horim1414,24.25,n,123.625,e,144,144,155,6,5,3,125,7,2.94803,0.020472431,432.6290761,0,35.94894414,35.94894414,468.5780203
1415,horim1415,24.25,n,123.875,e,229,229,213,14,8,9,192,20,9.761821,0.042628039,340.4960996,0,128.0819206,128.0819206,468.5780203
1416,horim1416,24.25,n,124.125,e,88,88,102,2,3,2,78,4,1.504596,0.017097682,451.1360311,0,17.44198918,17.44198918,468.5780203
1417,horim1417,24.25,n,141.375,e,8,8,787,2,1,0,5,2,0.269242,0.03365525,465.0338675,0,3.544152794,3.544152794,468.5780203
1418,horim1418,24.083333,n,123.875,e,91,91,121,3,2,3,81,6,1.97252,0.021676044,456.4149241,0,12.76149207,12.76149207,469.1764161
