scode,sampname,lat,ns,long,ew,rectotal,spcount,GHI,BK,GD,BU,GN,horim_end,sum_WE,CWE,ocean,mainisl,smallisl,totalland,totalarea
805,horim805,35.25,n,135.375,e,51,51,12,0,0,2,47,4,0.097674,0.001915177,0,420.6167739,0,420.6167739,420.6167739
806,horim806,35.25,n,135.625,e,103,103,74,0,3,16,82,27,0.337923,0.003280806,0,420.6167739,0,420.6167739,420.6167739
807,horim807,35.25,n,135.875,e,142,142,64,0,2,24,113,32,0.386815,0.002724049,0,420.6167739,0,420.6167739,420.6167739
808,horim808,35.25,n,136.125,e,104,104,23,0,0,8,94,12,0.229559,0.002207298,0,420.6167739,0,420.6167739,420.6167739
809,horim809,35.25,n,136.375,e,207,207,41,0,0,28,176,32,0.620443,0.002997309,0,420.6167739,0,420.6167739,420.6167739
810,horim810,35.25,n,136.625,e,234,234,50,0,2,33,195,41,0.681819,0.002913756,0,420.6167739,0,420.6167739,420.6167739
811,horim811,35.25,n,136.875,e,114,114,23,0,0,9,104,11,0.265963,0.002333009,0,420.6167739,0,420.6167739,420.6167739
812,horim812,35.25,n,137.125,e,246,246,38,0,2,25,215,33,0.702947,0.002857508,0,420.6167739,0,420.6167739,420.6167739
813,horim813,35.25,n,137.375,e,135,135,47,0,2,15,117,22,0.356206,0.002638563,0,420.6167739,0,420.6167739,420.6167739
814,horim814,35.25,n,137.625,e,208,208,62,1,1,31,175,41,0.68985,0.003316587,0,420.6167739,0,420.6167739,420.6167739
815,horim815,35.25,n,137.875,e,248,248,85,2,4,40,201,52,0.983209,0.003964552,0,420.6167739,0,420.6167739,420.6167739
816,horim816,35.25,n,138.125,e,253,253,109,3,6,44,191,61,1.489105,0.005885791,0,420.6167739,0,420.6167739,420.6167739
817,horim817,35.25,n,138.375,e,172,172,60,0,1,31,138,35,0.477968,0.002778884,0,420.6167739,0,420.6167739,420.6167739
818,horim818,35.25,n,138.625,e,202,202,64,0,5,27,163,34,0.759078,0.003757812,0,420.6167739,0,420.6167739,420.6167739
819,horim819,35.25,n,138.875,e,248,248,59,0,4,37,206,46,0.751673,0.00303094,0,420.6167739,0,420.6167739,420.6167739
820,horim820,35.25,n,139.125,e,261,261,40,0,1,32,224,38,0.753423,0.002886678,101.6869032,318.9298707,0,318.9298707,420.6167739
821,horim821,35.25,n,139.375,e,151,151,24,0,1,9,140,10,0.366786,0.002429046,354.2227521,66.3677493,0.026272571,66.39402187,420.6167739
822,horim822,35.25,n,139.625,e,171,171,33,0,2,13,154,14,0.53227,0.00311269,235.9728601,183.0675827,1.576331105,184.6439138,420.6167739
823,horim823,35.25,n,139.875,e,160,160,35,0,2,13,144,15,0.437516,0.002734475,158.3066072,262.2497487,0.060418005,262.3101667,420.6167739
824,horim824,35.25,n,140.125,e,181,181,33,0,1,17,161,20,0.503856,0.002783735,0,420.6167739,0,420.6167739,420.6167739
825,horim825,35.25,n,140.375,e,106,106,31,0,2,5,98,5,0.285822,0.002696434,167.1012829,253.489203,0.026288,253.515491,420.6167739
826,horim826,35.083333,n,132.125,e,135,135,18,0,0,8,125,8,0.332468,0.002462726,411.8756554,9.588594335,0,9.588594335,421.4642497
827,horim827,35.083333,n,132.375,e,164,164,25,0,2,8,153,12,0.410109,0.002500665,134.2794916,287.010943,0.173815101,287.1847581,421.4642497
828,horim828,35.083333,n,132.625,e,225,225,46,0,3,25,193,36,0.62407,0.002773644,0,421.4642497,0,421.4642497,421.4642497
829,horim829,35.083333,n,132.875,e,202,202,40,0,1,24,175,33,0.528022,0.00261397,0,421.4642497,0,421.4642497,421.4642497
830,horim830,35.083333,n,133.125,e,212,212,53,1,2,22,181,34,0.672444,0.003171906,0,421.4642497,0,421.4642497,421.4642497
831,horim831,35.083333,n,133.375,e,181,181,48,0,3,20,155,31,0.488384,0.002698254,0,421.4642497,0,421.4642497,421.4642497
832,horim832,35.083333,n,133.625,e,233,233,67,2,1,31,198,36,0.978807,0.004200888,0,421.4642497,0,421.4642497,421.4642497
833,horim833,35.083333,n,133.875,e,80,80,18,0,0,5,75,7,0.266836,0.00333545,0,421.4642497,0,421.4642497,421.4642497
834,horim834,35.083333,n,134.125,e,166,166,51,1,1,16,146,22,0.489602,0.00294941,0,421.4642497,0,421.4642497,421.4642497
835,horim835,35.083333,n,134.375,e,139,139,56,1,0,17,119,23,0.61393,0.004416763,0,421.4642497,0,421.4642497,421.4642497
836,horim836,35.083333,n,134.625,e,215,215,47,1,0,24,185,31,0.867736,0.004035981,0,421.4642497,0,421.4642497,421.4642497
837,horim837,35.083333,n,134.875,e,208,208,33,0,0,23,181,27,0.575627,0.002767438,0,421.4642497,0,421.4642497,421.4642497
838,horim838,35.083333,n,135.125,e,106,106,19,0,0,7,99,8,0.218752,0.002063698,0,421.4642497,0,421.4642497,421.4642497
839,horim839,35.083333,n,135.375,e,77,77,28,0,0,7,68,11,0.199303,0.002588351,0,421.4642497,0,421.4642497,421.4642497
840,horim840,35.083333,n,135.625,e,193,193,34,0,1,19,169,24,0.53101,0.002751347,0,421.4642497,0,421.4642497,421.4642497
841,horim841,35.083333,n,135.875,e,211,211,36,0,2,19,184,24,0.605226,0.00286837,0,421.4642497,0,421.4642497,421.4642497
842,horim842,35.083333,n,136.125,e,127,127,31,0,1,10,113,15,0.317709,0.002501646,0,421.4642497,0,421.4642497,421.4642497
843,horim843,35.083333,n,136.375,e,203,203,62,0,3,32,162,40,0.686744,0.003382975,0,421.4642497,0,421.4642497,421.4642497
844,horim844,35.083333,n,136.625,e,174,174,32,0,0,19,154,19,0.456022,0.002620816,12.31217737,409.1494355,0.002636773,409.1520723,421.4642497
845,horim845,35.083333,n,136.875,e,96,96,21,0,0,7,89,10,0.226823,0.00236274,49.66965089,362.8540029,8.940595911,371.7945988,421.4642497
846,horim846,35.083333,n,137.125,e,113,113,21,0,0,8,105,11,0.27184,0.002405664,0,421.4642497,0,421.4642497,421.4642497
847,horim847,35.083333,n,137.375,e,159,159,76,1,2,25,129,34,0.56093,0.003527862,0,421.4642497,0,421.4642497,421.4642497
848,horim848,35.083333,n,137.625,e,206,206,68,1,3,28,170,36,0.723046,0.003509932,0,421.4642497,0,421.4642497,421.4642497
849,horim849,35.083333,n,137.875,e,182,182,88,1,4,32,143,42,0.70998,0.003900989,0,421.4642497,0,421.4642497,421.4642497
850,horim850,35.083333,n,138.125,e,211,211,81,1,5,32,168,45,0.77333,0.003665071,0,421.4642497,0,421.4642497,421.4642497
851,horim851,35.083333,n,138.375,e,191,191,44,0,2,22,166,27,0.507074,0.002654838,0.274177852,421.1900718,0,421.1900718,421.4642497
852,horim852,35.083333,n,138.625,e,166,166,25,0,1,11,153,13,0.384484,0.002316169,257.6088791,163.8553706,0,163.8553706,421.4642497
853,horim853,35.083333,n,138.875,e,166,166,29,0,1,13,151,13,0.407176,0.002452868,126.9047526,294.380264,0.179233026,294.5594971,421.4642497
854,horim854,35.083333,n,139.125,e,223,223,38,0,2,22,197,23,0.685112,0.003072251,250.2652535,170.6349984,0.563997824,171.1989962,421.4642497
855,horim855,35.083333,n,139.625,e,70,70,30,0,1,4,65,5,0.218823,0.003126043,402.8476374,17.64780096,0.968811335,18.61661229,421.4642497
856,horim856,35.083333,n,139.875,e,192,192,31,0,2,14,176,14,0.556745,0.002899714,147.9445838,273.4195799,0.100085966,273.5196659,421.4642497
857,horim857,35.083333,n,140.125,e,223,223,36,0,3,18,198,21,0.734226,0.003292493,220.2376899,201.0210765,0.205483307,201.2265598,421.4642497
858,horim858,35.083333,n,140.375,e,94,94,41,0,2,7,84,6,0.270242,0.002874915,395.4337346,26.01998483,0.010530224,26.03051505,421.4642497
859,horim859,34.916667,n,131.875,e,2,2,0,0,0,0,2,1,0.002396,0.001198,422.0016597,0.237776612,0.068693047,0.306469659,422.3081294
860,horim860,34.916667,n,132.125,e,204,204,23,0,0,16,187,16,0.582852,0.002857118,152.5049275,269.203923,0.599278809,269.8032018,422.3081294
861,horim861,34.916667,n,132.375,e,177,177,32,0,2,13,160,19,0.450495,0.00254517,0,422.3081294,0,422.3081294,422.3081294
862,horim862,34.916667,n,132.625,e,219,219,41,0,2,24,189,35,0.594245,0.002713448,0,422.3081294,0,422.3081294,422.3081294
863,horim863,34.916667,n,132.875,e,211,211,52,1,2,21,182,33,0.612916,0.002904815,0,422.3081294,0,422.3081294,422.3081294
864,horim864,34.916667,n,133.125,e,223,223,75,3,1,25,191,37,1.023638,0.004590305,0,422.3081294,0,422.3081294,422.3081294
865,horim865,34.916667,n,133.375,e,217,217,82,3,2,26,183,34,1.091376,0.005029383,0,422.3081294,0,422.3081294,422.3081294
866,horim866,34.916667,n,133.625,e,126,126,114,3,3,12,108,19,0.815211,0.006469929,0,422.3081294,0,422.3081294,422.3081294
867,horim867,34.916667,n,133.875,e,137,137,66,2,0,12,121,14,0.580501,0.004237234,0,422.3081294,0,422.3081294,422.3081294
868,horim868,34.916667,n,134.125,e,168,168,48,1,1,15,150,19,0.500606,0.002979798,0,422.3081294,0,422.3081294,422.3081294
869,horim869,34.916667,n,134.375,e,206,206,44,1,0,21,182,26,0.816263,0.003962442,0,422.3081294,0,422.3081294,422.3081294
870,horim870,34.916667,n,134.625,e,167,167,43,1,0,15,150,16,0.691209,0.004138976,0,422.3081294,0,422.3081294,422.3081294
871,horim871,34.916667,n,134.875,e,130,130,25,0,1,8,119,10,0.313751,0.002413469,0,422.3081294,0,422.3081294,422.3081294
872,horim872,34.916667,n,135.125,e,144,144,35,0,0,17,126,19,0.359888,0.002499222,0,422.3081294,0,422.3081294,422.3081294
873,horim873,34.916667,n,135.375,e,230,230,46,0,2,29,197,35,0.658812,0.0028644,0,422.3081294,0,422.3081294,422.3081294
874,horim874,34.916667,n,135.625,e,80,80,41,0,1,8,70,12,0.202694,0.002533675,0,422.3081294,0,422.3081294,422.3081294
875,horim875,34.916667,n,135.875,e,97,97,34,0,0,11,85,14,0.249618,0.002573381,0,422.3081294,0,422.3081294,422.3081294
876,horim876,34.916667,n,136.125,e,128,128,37,0,1,13,113,19,0.367677,0.002872477,0,422.3081294,0,422.3081294,422.3081294
877,horim877,34.916667,n,136.375,e,185,185,51,0,2,25,154,32,0.545515,0.00294873,0,422.3081294,0,422.3081294,422.3081294
878,horim878,34.916667,n,136.625,e,96,96,21,0,0,7,89,8,0.303196,0.003158292,180.3508868,238.4837876,3.473454992,241.9572425,422.3081294
879,horim879,34.916667,n,136.875,e,87,87,17,0,0,5,81,6,0.243663,0.002800724,168.0151602,253.4456728,0.847296351,254.2929692,422.3081294
880,horim880,34.916667,n,137.125,e,156,156,38,1,0,11,143,12,0.450721,0.002889237,0,422.3081294,0,422.3081294,422.3081294
881,horim881,34.916667,n,137.375,e,194,194,50,1,0,23,167,25,0.573938,0.002958443,0,422.3081294,0,422.3081294,422.3081294
882,horim882,34.916667,n,137.625,e,228,228,59,1,3,26,193,33,0.752976,0.003302526,0,422.3081294,0,422.3081294,422.3081294
883,horim883,34.916667,n,137.875,e,185,185,57,1,1,23,159,29,0.546318,0.00295307,0,422.3081294,0,422.3081294,422.3081294
884,horim884,34.916667,n,138.125,e,197,197,52,1,2,19,173,26,0.577358,0.002930751,0,422.3081294,0,422.3081294,422.3081294
885,horim885,34.916667,n,138.375,e,189,189,22,0,1,11,175,11,0.501079,0.002651212,167.7734817,254.4844642,0.050183404,254.5346476,422.3081294
886,horim886,34.916667,n,138.625,e,28,28,10,0,0,1,27,1,0.052071,0.001859679,417.2209794,5.087149985,0,5.087149985,422.3081294
887,horim887,34.916667,n,138.875,e,247,247,41,0,2,28,215,34,0.783455,0.003171883,40.08490053,382.2179495,0.005279327,382.2232288,422.3081294
888,horim888,34.916667,n,139.125,e,231,231,47,1,1,24,202,27,0.758113,0.003281875,216.2162113,206.0470739,0.044844099,206.091918,422.3081294
889,horim889,34.916667,n,139.875,e,121,121,37,0,2,9,109,9,0.401571,0.003318769,275.2662642,146.962682,0.079183098,147.0418651,422.3081294
890,horim890,34.75,n,129.375,e,69,69,69,1,1,4,63,3,0.566657,0.00821242,405.8616353,0,17.28677153,17.28677153,423.1484068
891,horim891,34.75,n,131.125,e,101,101,62,1,2,6,92,4,0.448579,0.004441376,415.4305781,0,7.717828692,7.717828692,423.1484068
892,horim892,34.75,n,131.625,e,76,76,27,0,1,4,71,4,0.215172,0.002831211,418.7699338,4.320237456,0.058235528,4.378472984,423.1484068
893,horim893,34.75,n,131.875,e,186,186,21,0,0,13,172,11,0.516372,0.002776194,231.6490938,191.142558,0.356755016,191.499313,423.1484068
894,horim894,34.75,n,132.125,e,224,224,42,0,2,25,192,36,0.685869,0.003061915,0,423.1484068,0,423.1484068,423.1484068
895,horim895,34.75,n,132.375,e,205,205,41,0,2,22,178,33,0.55988,0.002731122,0,423.1484068,0,423.1484068,423.1484068
896,horim896,34.75,n,132.625,e,132,132,48,0,2,15,114,19,0.30774,0.002331364,0,423.1484068,0,423.1484068,423.1484068
897,horim897,34.75,n,132.875,e,178,178,51,1,2,15,158,19,0.47033,0.002642303,0,423.1484068,0,423.1484068,423.1484068
898,horim898,34.75,n,133.125,e,203,203,80,3,2,21,176,32,0.907369,0.004469798,0,423.1484068,0,423.1484068,423.1484068
899,horim899,34.75,n,133.375,e,238,238,62,2,2,25,207,32,1.080583,0.004540265,0,423.1484068,0,423.1484068,423.1484068
900,horim900,34.75,n,133.625,e,161,161,72,2,2,15,142,19,0.677737,0.004209547,0,423.1484068,0,423.1484068,423.1484068
901,horim901,34.75,n,133.875,e,158,158,40,1,1,9,146,13,0.814292,0.005153747,0,423.1484068,0,423.1484068,423.1484068
902,horim902,34.75,n,134.125,e,90,90,46,1,0,5,84,7,0.221225,0.002458056,13.37910271,407.5856372,2.183666893,409.7693041,423.1484068
903,horim903,34.75,n,134.375,e,187,187,44,1,1,16,169,17,0.951386,0.005087626,167.5313459,239.4415749,16.17548593,255.6170608,423.1484068
904,horim904,34.75,n,134.625,e,135,135,11,0,0,5,130,6,0.334077,0.002474644,253.7960462,163.4613335,5.891027131,169.3523606,423.1484068
905,horim905,34.75,n,134.875,e,87,87,20,0,0,6,81,5,0.225317,0.002589851,79.54859706,338.8812344,4.718575364,343.5998097,423.1484068
906,horim906,34.75,n,135.125,e,267,267,34,0,1,27,235,32,0.77044,0.002885543,10.6325325,410.1916977,2.324176552,412.5158743,423.1484068
907,horim907,34.75,n,135.375,e,187,187,26,0,0,16,168,20,0.501066,0.002679497,49.31640744,361.5554542,12.27654518,373.8319993,423.1484068
908,horim908,34.75,n,135.625,e,123,123,26,0,1,8,114,9,0.312349,0.002539423,0,423.1484068,0,423.1484068,423.1484068
909,horim909,34.75,n,135.875,e,232,232,32,0,1,22,206,28,0.678722,0.002925526,0,423.1484068,0,423.1484068,423.1484068
910,horim910,34.75,n,136.125,e,205,205,39,0,2,21,182,28,0.575266,0.002806176,0,423.1484068,0,423.1484068,423.1484068
911,horim911,34.75,n,136.375,e,186,186,42,0,2,20,162,25,0.502432,0.002701247,0,423.1484068,0,423.1484068,423.1484068
912,horim912,34.75,n,136.625,e,85,85,10,0,0,3,82,5,0.218427,0.002569729,339.6640218,83.48438493,0,83.48438493,423.1484068
913,horim913,34.75,n,136.875,e,93,93,22,0,1,4,87,3,0.253379,0.002724505,319.2526264,103.8587298,0.037050646,103.8957804,423.1484068
914,horim914,34.75,n,137.125,e,143,143,21,0,0,10,132,11,0.36332,0.002540699,296.1625459,122.7156962,4.270164681,126.9858609,423.1484068
915,horim915,34.75,n,137.375,e,215,215,40,1,0,20,193,19,0.770532,0.00358387,75.87015837,344.9148086,2.363439766,347.2782484,423.1484068
916,horim916,34.75,n,137.625,e,150,150,48,1,1,12,135,15,0.818085,0.0054539,12.10554383,411.0428629,0,411.0428629,423.1484068
917,horim917,34.75,n,137.875,e,114,114,39,1,0,6,107,6,0.326089,0.00286043,0,423.1484068,0,423.1484068,423.1484068
918,horim918,34.75,n,138.125,e,205,205,42,1,1,17,184,21,0.652141,0.003181176,21.37530469,401.7625139,0.010588151,401.7731021,423.1484068
919,horim919,34.75,n,138.375,e,66,66,18,0,0,4,62,2,0.126179,0.001911803,367.3586339,55.78448505,0.005287784,55.78977283,423.1484068
920,horim920,34.75,n,138.625,e,13,13,0,0,0,0,13,0,0.034585,0.002660385,420.8965885,2.209501454,0.042316832,2.251818286,423.1484068
921,horim921,34.75,n,138.875,e,260,260,37,0,1,29,225,31,0.806813,0.003103127,31.67107507,391.2419618,0.235369958,391.4773317,423.1484068
922,horim922,34.75,n,139.125,e,137,137,29,0,1,10,123,9,0.368772,0.002691766,370.8239574,52.32444933,0,52.32444933,423.1484068
923,horim923,34.75,n,139.375,e,148,148,26,0,2,7,138,6,0.459763,0.003106507,332.1437714,0,91.00463541,91.00463541,423.1484068
924,horim924,34.583333,n,129.375,e,181,181,38,1,1,11,165,8,0.916638,0.005064298,179.7942311,0,244.1908448,244.1908448,423.9850758
925,horim925,34.583333,n,131.375,e,126,126,30,0,1,10,115,6,0.399626,0.003171635,407.2582685,12.61052765,4.116279711,16.72680737,423.9850758
926,horim926,34.583333,n,131.625,e,179,179,33,0,2,14,161,15,0.53405,0.00298352,95.42091861,328.3733893,0.190767938,328.5641572,423.9850758
927,horim927,34.583333,n,131.875,e,162,162,27,0,1,12,148,16,0.416578,0.002571469,0,423.9850758,0,423.9850758,423.9850758
928,horim928,34.583333,n,132.125,e,259,259,52,1,1,32,218,43,0.969857,0.003744622,0,423.9850758,0,423.9850758,423.9850758
929,horim929,34.583333,n,132.375,e,262,262,52,1,2,31,227,43,0.800686,0.003056053,0,423.9850758,0,423.9850758,423.9850758
930,horim930,34.583333,n,132.625,e,229,229,52,1,2,24,197,31,0.714174,0.003118664,0,423.9850758,0,423.9850758,423.9850758
931,horim931,34.583333,n,132.875,e,160,160,63,1,2,18,136,23,0.45196,0.00282475,0,423.9850758,0,423.9850758,423.9850758
932,horim932,34.583333,n,133.125,e,192,192,52,1,2,18,169,25,0.537335,0.00279862,0,423.9850758,0,423.9850758,423.9850758
933,horim933,34.583333,n,133.375,e,205,205,41,1,1,16,185,22,0.583452,0.002846107,0.283802645,423.7012732,0,423.7012732,423.9850758
934,horim934,34.583333,n,133.625,e,132,132,18,0,1,5,126,7,0.307362,0.0023285,11.5526561,412.4271156,0.005304116,412.4324197,423.9850758
935,horim935,34.583333,n,133.875,e,110,110,13,0,0,5,104,7,0.230657,0.002096882,15.15144855,408.298057,0.535570333,408.8336273,423.9850758
936,horim936,34.583333,n,134.125,e,125,125,16,0,0,7,118,7,0.340649,0.002725192,252.9761155,148.6207951,22.38816518,171.0089603,423.9850758
937,horim937,34.583333,n,134.375,e,215,215,49,2,0,17,193,20,2.641707,0.012287009,362.2662213,0,61.71885456,61.71885456,423.9850758
938,horim938,34.583333,n,134.625,e,92,92,19,0,0,6,85,6,0.213588,0.002321609,415.6766892,0,8.308386601,8.308386601,423.9850758
939,horim939,34.583333,n,134.875,e,79,79,11,0,0,3,76,0,0.199399,0.002524038,343.7499696,12.30101108,67.93409511,80.2351062,423.9850758
940,horim940,34.583333,n,135.125,e,112,112,26,0,0,10,102,8,0.261567,0.00233542,347.0723652,59.77727925,17.13543136,76.91271062,423.9850758
941,horim941,34.583333,n,135.375,e,48,48,31,0,1,2,45,3,0.131523,0.002740063,286.5676847,123.229893,14.1874982,137.4173912,423.9850758
942,horim942,34.583333,n,135.625,e,99,99,24,0,1,5,92,6,0.227445,0.002297424,0,423.9850758,0,423.9850758,423.9850758
943,horim943,34.583333,n,135.875,e,195,195,29,0,0,19,174,23,0.521156,0.002672595,0,423.9850758,0,423.9850758,423.9850758
944,horim944,34.583333,n,136.125,e,240,240,52,0,2,35,199,44,0.800859,0.003336913,0,423.9850758,0,423.9850758,423.9850758
945,horim945,34.583333,n,136.375,e,159,159,41,0,0,22,137,25,0.380388,0.002392377,0,423.9850758,0,423.9850758,423.9850758
946,horim946,34.583333,n,136.625,e,112,112,16,0,0,6,106,7,0.284059,0.002536241,191.9501746,232.0349012,0,232.0349012,423.9850758
947,horim947,34.583333,n,136.875,e,138,138,17,0,0,8,129,8,0.416359,0.003017094,409.4650909,5.986283058,8.533701854,14.51998491,423.9850758
948,horim948,34.583333,n,137.125,e,184,184,24,0,1,12,171,13,0.568608,0.003090261,296.8530795,126.7692584,0.362737885,127.1319963,423.9850758
949,horim949,34.583333,n,137.375,e,95,95,15,0,0,5,90,3,0.267347,0.002814179,378.5625871,45.42248879,0,45.42248879,423.9850758
950,horim950,34.583333,n,137.625,e,2,2,300,0,0,2,0,2,0.019578,0.009789,419.5585658,4.426510069,0,4.426510069,423.9850758
951,horim951,34.583333,n,137.875,e,45,45,13,0,0,2,43,2,0.093641,0.002080911,395.441801,28.54327487,0,28.54327487,423.9850758
952,horim952,34.583333,n,138.125,e,114,114,15,0,0,6,108,6,0.274802,0.002410544,345.0818949,78.3999089,0.503272026,78.90318093,423.9850758
953,horim953,34.583333,n,138.875,e,137,137,30,0,1,11,124,11,0.398432,0.002908263,348.4150807,75.11438356,0.45561155,75.56999511,423.9850758
954,horim954,34.583333,n,139.375,e,107,107,62,1,3,4,98,6,0.390125,0.003646028,419.877262,0,4.107813846,4.107813846,423.9850758
955,horim955,34.416667,n,129.125,e,4,4,0,0,0,0,4,0,0.01063,0.0026575,422.5889035,0,2.229226907,2.229226907,424.8181304
956,horim956,34.416667,n,129.375,e,101,101,33,0,1,8,91,6,0.393006,0.003891149,253.9538623,0,170.8642682,170.8642682,424.8181304
957,horim957,34.416667,n,130.875,e,88,88,10,0,0,3,85,2,0.196255,0.002230171,384.1590827,36.3333155,4.325732287,40.65904778,424.8181304
958,horim958,34.416667,n,131.125,e,122,122,24,0,0,10,112,9,0.335004,0.002745934,257.9394079,153.4699702,13.40875233,166.8787225,424.8181304
959,horim959,34.416667,n,131.375,e,223,223,29,0,2,16,204,14,0.767094,0.003439883,180.9926794,238.0720542,5.753396847,243.8254511,424.8181304
960,horim960,34.416667,n,131.625,e,203,203,42,0,2,22,176,28,0.641812,0.003161636,0,424.8181304,0,424.8181304,424.8181304
961,horim961,34.416667,n,131.875,e,230,230,44,0,2,28,197,39,0.665205,0.002892196,0,424.8181304,0,424.8181304,424.8181304
962,horim962,34.416667,n,132.125,e,245,245,50,0,3,31,206,42,0.81959,0.003345265,0,424.8181304,0,424.8181304,424.8181304
963,horim963,34.416667,n,132.375,e,292,292,40,0,2,32,251,39,0.988103,0.003383914,32.39076871,391.1411342,1.286227576,392.4273617,424.8181304
964,horim964,34.416667,n,132.625,e,232,232,50,1,2,23,202,29,0.718576,0.00309731,2.519027164,422.2964464,0.002656925,422.2991033,424.8181304
965,horim965,34.416667,n,132.875,e,231,231,52,1,2,25,201,28,0.732851,0.003172515,0.098334089,424.7197964,0,424.7197964,424.8181304
966,horim966,34.416667,n,133.125,e,205,205,48,1,2,18,182,21,0.673015,0.003283,66.92201803,319.313876,38.58223645,357.8961124,424.8181304
967,horim967,34.416667,n,133.375,e,168,168,23,0,0,13,154,11,0.444741,0.002647268,180.3802896,225.9342464,18.50359439,244.4378408,424.8181304
968,horim968,34.416667,n,133.625,e,109,109,16,0,0,6,102,6,0.25238,0.002315413,341.9091747,50.78082273,32.12813301,82.90895574,424.8181304
969,horim969,34.416667,n,133.875,e,101,101,8,0,0,3,98,4,0.335012,0.003316951,263.4724262,139.6516699,21.69403441,161.3457043,424.8181304
970,horim970,34.416667,n,134.125,e,185,185,16,0,0,10,174,9,0.74179,0.004009676,307.4232082,57.41995395,59.97496827,117.3949222,424.8181304
971,horim971,34.416667,n,134.375,e,138,138,19,0,0,9,129,8,0.416034,0.003014739,376.1037881,1.302178705,47.41216363,48.71434233,424.8181304
972,horim972,34.416667,n,134.625,e,18,18,16,0,0,1,17,0,0.051522,0.002862333,422.639064,0,2.179066453,2.179066453,424.8181304
973,horim973,34.416667,n,134.875,e,130,130,23,0,0,10,117,9,0.364706,0.002805431,209.8670634,0,214.951067,214.951067,424.8181304
974,horim974,34.416667,n,135.125,e,50,50,6,0,0,1,49,0,0.090944,0.00181888,413.4637058,7.847230917,3.507193763,11.35442468,424.8181304
975,horim975,34.416667,n,135.375,e,239,239,39,0,1,28,206,33,0.72782,0.003045272,101.3252376,319.7264776,3.766415329,323.4928929,424.8181304
976,horim976,34.416667,n,135.625,e,265,265,54,0,3,38,220,47,0.90502,0.00341517,0,424.8181304,0,424.8181304,424.8181304
977,horim977,34.416667,n,135.875,e,231,231,40,0,2,25,200,32,0.697311,0.003018662,0,424.8181304,0,424.8181304,424.8181304
978,horim978,34.416667,n,136.125,e,242,242,71,1,2,42,193,49,0.902561,0.003729591,0,424.8181304,0,424.8181304,424.8181304
979,horim979,34.416667,n,136.375,e,121,121,48,0,1,16,101,20,0.366867,0.003031959,0,424.8181304,0,424.8181304,424.8181304
980,horim980,34.416667,n,136.625,e,213,213,34,0,0,24,186,24,1.048213,0.004921188,3.165149045,421.4775773,0.17540412,421.6529814,424.8181304
981,horim981,34.416667,n,136.875,e,218,218,39,0,2,22,191,23,0.727091,0.00333528,184.4794577,233.9015104,6.437162354,240.3386727,424.8181304
982,horim982,34.416667,n,139.125,e,123,123,36,0,3,6,113,7,0.415467,0.003377781,423.9732295,0,0.84490098,0.84490098,424.8181304
983,horim983,34.416667,n,139.375,e,3,3,0,0,0,0,3,0,0.008702,0.002900667,402.3215193,0,22.4966111,22.4966111,424.8181304
984,horim984,34.25,n,129.125,e,105,105,46,1,0,7,96,8,1.542298,0.014688552,337.5115803,0,88.13598426,88.13598426,425.6475645
985,horim985,34.25,n,129.375,e,205,205,52,2,1,14,184,12,1.178961,0.005751029,307.7341027,0,117.9134618,117.9134618,425.6475645
986,horim986,34.25,n,130.125,e,41,41,43,0,1,3,37,1,0.179237,0.004371634,424.7057247,0,0.941839791,0.941839791,425.6475645
987,horim987,34.25,n,130.875,e,162,162,29,0,1,13,148,13,0.456045,0.002815093,268.6266701,156.509747,0.511147413,157.0208945,425.6475645
988,horim988,34.25,n,131.125,e,158,158,18,0,0,10,148,11,0.387348,0.00245157,0,425.6475645,0,425.6475645,425.6475645
989,horim989,34.25,n,131.375,e,222,222,22,0,0,16,202,18,0.635457,0.002862419,0,425.6475645,0,425.6475645,425.6475645
990,horim990,34.25,n,131.625,e,242,242,39,0,3,22,210,31,0.807739,0.003337765,0,425.6475645,0,425.6475645,425.6475645
991,horim991,34.25,n,131.875,e,210,210,40,0,2,22,181,27,0.634099,0.003019519,0,425.6475645,0,425.6475645,425.6475645
992,horim992,34.25,n,132.125,e,223,223,36,0,2,21,198,24,0.737585,0.003307556,10.74039171,414.9071728,0,414.9071728,425.6475645
993,horim993,34.25,n,132.375,e,247,247,36,0,1,26,214,26,0.835514,0.003382648,277.2820932,32.95226812,115.4132033,148.3654714,425.6475645
994,horim994,34.25,n,132.625,e,247,247,38,0,2,25,216,28,0.770615,0.003119899,114.3177188,277.1846555,34.14519023,311.3298457,425.6475645
995,horim995,34.25,n,132.875,e,166,166,25,0,0,14,152,15,0.424456,0.002556964,266.8533091,65.5636108,93.23064463,158.7942554,425.6475645
996,horim996,34.25,n,133.125,e,84,84,10,0,0,3,81,2,0.378966,0.0045115,251.3552731,2.267103522,172.0251879,174.2922914,425.6475645
997,horim997,34.25,n,133.375,e,56,56,16,0,0,3,53,3,0.120322,0.002148607,421.5490452,0,4.098519289,4.098519289,425.6475645
998,horim998,34.25,n,133.625,e,159,159,15,0,0,8,150,7,0.492758,0.003099107,320.8608304,95.92885653,8.85787762,104.7867342,425.6475645
999,horim999,34.25,n,133.875,e,217,217,22,0,0,16,198,17,0.639407,0.002946576,30.62087878,394.130709,0.895976711,395.0266858,425.6475645
