tag,del,spnumber,taxstat,family,species,genus,sp1,author1,rank1,sp2,author2,rank2,sp3,author3,hybrid,spquick,star,star_geo,star_geod,star_geou,star_infa,star_infs,tdwgtotals,origin,kew_fam,apg_fam,apg_order,moss
"*"," ",94,"acc","Asteraceae","Lactuca raddeana Maxim. var. elata Hemsl.","Lactuca","raddeana","Maxim.","var.","elata","Hemsl.","","",""," ","LACRAD","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",95,"acc","Asteraceae","Taraxacum platycarpum Dahlst. var. longe-appendiculatum Nakai","Taraxacum","platycarpum","Dahlst.","var.","longe-appendiculatum","Nakai","","",""," ","TARPLA","BK","BK","BK","BK","GD","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",96,"acc","Asteraceae","Taraxacum platycarpum Dahlst. subsp. hondoense Nakai ex H. Koidz.","Taraxacum","platycarpum","Dahlst.","subsp.","hondoense","Nakai ex H. Koidz.","","",""," ","TARPLA1","GD","GD","GD","GD","BU","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",97,"acc","Asteraceae","Taraxacum platycarpum Dahlst. subsp. maruyamanum Kitam.","Taraxacum","platycarpum","Dahlst.","subsp.","maruyamanum","Kitam.","","",""," ","TARPLA2","BK","BK","BK","BK","GD","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",98,"acc","Asteraceae","Ixeris chinensis (Thunb. ex Murray) Nakai subsp. strigosa L{e'}v. et Vaniot","Ixeris","chinensis","(Thunb. ex Murray) Nakai","subsp.","strigosa","L{e'}v. et Vaniot","","",""," ","IXECHI","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",99,"acc","Asteraceae","Ixeris dentata (Thunb. ex Murray) Nakai var. stolonifera Kitam.","Ixeris","dentata","(Thunb. ex Murray) Nakai","var.","stolonifera","Kitam.","","",""," ","IXEDEN","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",100,"acc","Asteraceae","Ixeris dentata (Thunb. ex Murray) Nakai subsp. kimurana Kitam.","Ixeris","dentata","(Thunb. ex Murray) Nakai","subsp.","kimurana","Kitam.","","",""," ","IXEDEN1","BK","BK","BK","BK","GD","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",101,"acc","Asteraceae","Ixeris dentata (Thunb. ex Murray) Nakai subsp. kitayamensis","Ixeris","dentata","(Thunb. ex Murray) Nakai","subsp.","kitayamensis","","","",""," ","IXEDEN2","BK","BK","BK","BK","GD","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",102,"acc","Asteraceae","Ixeris dentata (Thunb. ex Murray) Nakai subsp. nipponica Nakai","Ixeris","dentata","(Thunb. ex Murray) Nakai","subsp.","nipponica","Nakai","","",""," ","IXEDEN3","BK","BK","BK","BK","GD","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",103,"acc","Asteraceae","Ixeris dentata (Thunb. ex Murray) Nakai var. albiflora Makino","Ixeris","dentata","(Thunb. ex Murray) Nakai","var.","albiflora","Makino","","",""," ","IXEDEN4","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",104,"acc","Asteraceae","Bidens radiata Thuill. var. pinnatifida Turcz. ex DC.","Bidens","radiata","Thuill.","var.","pinnatifida","Turcz. ex DC.","","",""," ","BIDRAD","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",105,"acc","Asteraceae","Bidens tripartita L. var. repens D. Don","Bidens","tripartita","L.","var.","repens","D. Don","","",""," ","BIDTRI","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",106,"acc","Asteraceae","Bidens pilosa L. var. minor Blume","Bidens","pilosa","L.","var.","minor","Blume","","",""," ","BIDPIL","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",107,"acc","Asteraceae","Bidens biternata (Lour.) Merr. et Sherff ex Sherff var. mayebarae Kitam.","Bidens","biternata","(Lour.) Merr. et Sherff ex Sherff","var.","mayebarae","Kitam.","","",""," ","BIDBIT","BK","BK","BK","BK","GD","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",108,"acc","Asteraceae","Sigesbeckia orientalis L. subsp. glabrescens Makino","Sigesbeckia","orientalis","L.","subsp.","glabrescens","Makino","","",""," ","SIGORI","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",109,"acc","Asteraceae","Sigesbeckia orientalis L. subsp. pubescens Makino","Sigesbeckia","orientalis","L.","subsp.","pubescens","Makino","","",""," ","SIGORI1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",110,"acc","Asteraceae","Wedelia prostrata Hemsl. var. robusta","Wedelia","prostrata","Hemsl.","var.","robusta","","","",""," ","WEDPRO","GD","GD","GD","GD","BU","BU",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",111,"acc","Asteraceae","Wedelia biflora (L.) DC. var. ryukyuensis","Wedelia","biflora","(L.) DC.","var.","ryukyuensis","","","",""," ","WEDBIF","BU","BU","BU","BU","GN","BU",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",112,"acc","Asteraceae","Arnica unalascensis Less. var. tschonoskyi Iljin","Arnica","unalascensis","Less.","var.","tschonoskyi","Iljin","","",""," ","ARNUNA","?","?","?","?","?","?",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",113,"acc","Asteraceae","Petasites japonicum (Sieb. et Zucc.) Maxim. subsp. giganteus F. Schimdt ex Trautv.","Petasites","japonicum","(Sieb. et Zucc.) Maxim.","subsp.","giganteus","F. Schimdt ex Trautv.","","",""," ","PETJAP","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",114,"acc","Asteraceae","Farfugium japonicum (L.) Kitam. var. giganteum Sieb. et Zucc.","Farfugium","japonicum","(L.) Kitam.","var.","giganteum","Sieb. et Zucc.","","",""," ","FARJAP","GD","GD","GD","GD","BU","BU",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",115,"acc","Asteraceae","Farfugium japonicum (L.) Kitam. var. luchuense Masam.","Farfugium","japonicum","(L.) Kitam.","var.","luchuense","Masam.","","",""," ","FARJAP1","BK","BK","BK","BK","GD","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",116,"acc","Asteraceae","Senecio flammeus Turcz. ex DC. subsp. glabrifolius Cufod.","Senecio","flammeus","Turcz. ex DC.","subsp.","glabrifolius","Cufod.","","",""," ","SENFLA","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",117,"acc","Asteraceae","Senecio integrifolius (L.) Clairv. subsp. fauriei L{e'}v. et Vaniot","Senecio","integrifolius","(L.) Clairv.","subsp.","fauriei","L{e'}v. et Vaniot","","",""," ","SENINT","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",118,"acc","Asteraceae","Erechtites hieracifolia (L.) Raf. ex DC. var. cacalioides Less.","Erechtites","hieracifolia","(L.) Raf. ex DC.","var.","cacalioides","Less.","","",""," ","EREHIE","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",119,"acc","Asteraceae","Syneilesis aconitifolia (Bunge) Maxim. var. longilepis","Syneilesis","aconitifolia","(Bunge) Maxim.","var.","longilepis","","","",""," ","SYNACO","BK","BK","BK","BK","GD","BK",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",120,"acc","Asteraceae","Syneilesis tagawae (Kitam.) Kitam. var. latifolia","Syneilesis","tagawae","(Kitam.) Kitam.","var.","latifolia","","","",""," ","SYNTAG","BK","BK","BK","BK","GD","BK",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",121,"acc","Asteraceae","Parasenecio yatabei (Matsum. et Koidz.) H. Koyama var. occidentalis F. Maek. ex Kitam.","Parasenecio","yatabei","(Matsum. et Koidz.) H. Koyama","var.","occidentalis","F. Maek. ex Kitam.","","",""," ","PARYAT","BU","BU","BU","BU","GN","BU",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",122,"acc","Asteraceae","Parasenecio farfarifolia (Sieb. et Zucc.) H. Koyama var. bulbifera Maxim.","Parasenecio","farfarifolia","(Sieb. et Zucc.) H. Koyama","var.","bulbifera","Maxim.","","",""," ","PARFAR","BU","BU","BU","BU","GN","BU",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",123,"acc","Asteraceae","Parasenecio farfarifolia (Sieb. et Zucc.) H. Koyama var. acerina Makino","Parasenecio","farfarifolia","(Sieb. et Zucc.) H. Koyama","var.","acerina","Makino","","",""," ","PARFAR1","GD","GD","GD","GD","BU","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",124,"acc","Asteraceae","Parasenecio auriculata (DC.) H. Koyama var. bulbifera Koidz.","Parasenecio","auriculata","(DC.) H. Koyama","var.","bulbifera","Koidz.","","",""," ","PARAUR","GD","GD","GD","GD","BU","BU",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",125,"acc","Asteraceae","Parasenecio maximowicziana (Nakai et F. Maek. ex Hara) H. Koyama var. alata F. Maek.","Parasenecio","maximowicziana","(Nakai et F. Maek. ex Hara) H. Koyama","var.","alata","F. Maek.","","",""," ","PARMAX","?","?","?","?","?","?",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",126,"acc","Asteraceae","Parasenecio hastata (L.) H. Koyama subsp. orientalis Kitam.","Parasenecio","hastata","(L.) H. Koyama","subsp.","orientalis","Kitam.","","",""," ","PARHAS","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",127,"acc","Asteraceae","Parasenecio hastata (L.) H. Koyama var. nantaica Komatsu","Parasenecio","hastata","(L.) H. Koyama","var.","nantaica","Komatsu","","",""," ","PARHAS1","BK","BK","BK","BK","GD","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",128,"acc","Asteraceae","Parasenecio hastata (L.) H. Koyama var. ramosa Maxim.","Parasenecio","hastata","(L.) H. Koyama","var.","ramosa","Maxim.","","",""," ","PARHAS2","BU","BU","BU","BU","GN","BU",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",129,"acc","Asteraceae","Parasenecio hastata (L.) H. Koyama var. hayachinensis Kitam.","Parasenecio","hastata","(L.) H. Koyama","var.","hayachinensis","Kitam.","","",""," ","PARHAS3","BK","BK","BK","BK","GD","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",130,"acc","Asteraceae","Parasenecio hastata (L.) H. Koyama subsp. tanakae Franch. et Sav.","Parasenecio","hastata","(L.) H. Koyama","subsp.","tanakae","Franch. et Sav.","","",""," ","PARHAS4","BU","BU","BU","BU","GN","BU",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",131,"acc","Asteraceae","Parasenecio hastata (L.) H. Koyama var. chokaiensis Kudo","Parasenecio","hastata","(L.) H. Koyama","var.","chokaiensis","Kudo","","",""," ","PARHAS5","BK","BK","BK","BK","GD","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",132,"acc","Asteraceae","Solidago virgaurea L. subsp. leiocarpa Benth.","Solidago","virgaurea","L.","subsp.","leiocarpa","Benth.","","",""," ","SOLVIR","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",133,"acc","Asteraceae","Solidago virgaurea L. var. praeflorens","Solidago","virgaurea","L.","var.","praeflorens","","","",""," ","SOLVIR1","BK","BK","BK","BK","GD","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",134,"acc","Asteraceae","Solidago virgaurea L. subsp. asiatica","Solidago","virgaurea","L.","subsp.","asiatica","","","",""," ","SOLVIR2","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",135,"acc","Asteraceae","Solidago virgaurea L. var. insularis Kitam.","Solidago","virgaurea","L.","var.","insularis","Kitam.","","",""," ","SOLVIR3","BK","BK","BK","BK","GD","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",136,"acc","Asteraceae","Solidago virgaurea L. subsp. gigantea Nakai","Solidago","virgaurea","L.","subsp.","gigantea","Nakai","","",""," ","SOLVIR4","BU","BU","BU","BU","GN","BU",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",137,"acc","Asteraceae","Aster hispidus Thunb. var. leptocladus Makino","Aster","hispidus","Thunb.","var.","leptocladus","Makino","","",""," ","ASTHIS","BK","BK","BK","BK","GD","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",138,"acc","Asteraceae","Aster hispidus Thunb. var. koidzumianus Kitam.","Aster","hispidus","Thunb.","var.","koidzumianus","Kitam.","","",""," ","ASTHIS1","BK","BK","BK","BK","GD","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",139,"acc","Asteraceae","Aster hispidus Thunb. var. insularis Makino","Aster","hispidus","Thunb.","var.","insularis","Makino","","",""," ","ASTHIS2","BK","BK","BK","BK","GD","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",140,"acc","Asteraceae","Aster savatieri Makino var. pygmaeus","Aster","savatieri","Makino","var.","pygmaeus","","","",""," ","ASTSAV","GD","GD","GD","GD","BU","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",141,"acc","Asteraceae","Aster yomena (Kitam.) Honda var. dentatus Kitam.","Aster","yomena","(Kitam.) Honda","var.","dentatus","Kitam.","","",""," ","ASTYOM","GD","GD","GD","GD","BU","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",142,"acc","Asteraceae","Aster taiwanensis Kitam. var. lucens Kitam.","Aster","taiwanensis","Kitam.","var.","lucens","Kitam.","","",""," ","ASTTAI","BK","BK","BK","BK","GD","BK",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",143,"acc","Asteraceae","Aster viscidulus (Makino) Makino var. alpinus Koidz.","Aster","viscidulus","(Makino) Makino","var.","alpinus","Koidz.","","",""," ","ASTVIS","BK","BK","BK","BK","GD","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",144,"acc","Asteraceae","Aster ovatus (Franch. et Sav.) Soejima et Mot. Ito var. microcephalus Miq.","Aster","ovatus","(Franch. et Sav.) Soejima et Mot. Ito","var.","microcephalus","Miq.","","",""," ","ASTOVA","GD","GD","GD","GD","BU","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",145,"acc","Asteraceae","Aster ovatus (Franch. et Sav.) Soejima et Mot. Ito var. ripensis Makino","Aster","ovatus","(Franch. et Sav.) Soejima et Mot. Ito","var.","ripensis","Makino","","",""," ","ASTOVA1","GD","GD","GD","GD","BU","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",146,"acc","Asteraceae","Aster ovatus (Franch. et Sav.) Soejima et Mot. Ito var. yezoensis Kitam. et Hara","Aster","ovatus","(Franch. et Sav.) Soejima et Mot. Ito","var.","yezoensis","Kitam. et Hara","","",""," ","ASTOVA2","GD","GD","GD","GD","BU","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",147,"acc","Asteraceae","Aster ageratoides Turcz. var. ovalifolius","Aster","ageratoides","Turcz.","var.","ovalifolius","","","",""," ","ASTAGE","GD","GD","GD","GD","BU","BU",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",148,"acc","Asteraceae","Aster ageratoides Turcz. var. sawadanus","Aster","ageratoides","Turcz.","var.","sawadanus","","","",""," ","ASTAGE1","BK","BK","BK","BK","GD","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",149,"acc","Asteraceae","Aster ageratoides Turcz. var. tenuifolius","Aster","ageratoides","Turcz.","var.","tenuifolius","","","",""," ","ASTAGE2","BK","BK","BK","BK","GD","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",150,"acc","Asteraceae","Aster ageratoides Turcz. var. intermedius Soejima","Aster","ageratoides","Turcz.","var.","intermedius","Soejima","","",""," ","ASTAGE3","BU","BU","BU","BU","GN","BU",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",151,"acc","Asteraceae","Aster glehni F. Schmidt var. hondoensis","Aster","glehni","F. Schmidt","var.","hondoensis","","","",""," ","ASTGLE","BU/","BU","GN","GD","GN","BU",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",152,"acc","Asteraceae","Erigeron acer L. var. kamtschaticus DC.","Erigeron","acer","L.","var.","kamtschaticus","DC.","","",""," ","ERIACE","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",153,"acc","Asteraceae","Erigeron acer L. var. linearifolius Koidz.","Erigeron","acer","L.","var.","linearifolius","Koidz.","","",""," ","ERIACE1","BU","BU","BU","BU","GN","BU",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",154,"acc","Asteraceae","Erigeron acer L. var. amplifolius","Erigeron","acer","L.","var.","amplifolius","","","",""," ","ERIACE2","BK","BK","BK","BK","GD","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",155,"acc","Asteraceae","Erigeron thunbergii A. GrayA. Gray subsp. glabratus A. GrayA. Gray","Erigeron","thunbergii","A. GrayA. Gray","subsp.","glabratus","A. GrayA. Gray","","",""," ","ERITHU","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",156,"acc","Asteraceae","Erigeron thunbergii A. GrayA. Gray var. angustifolius Tatew.","Erigeron","thunbergii","A. GrayA. Gray","var.","angustifolius","Tatew.","","",""," ","ERITHU1","BK","BK","BK","BK","GD","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",157,"acc","Asteraceae","Erigeron thunbergii A. GrayA. Gray var. heterotrichus Hara","Erigeron","thunbergii","A. GrayA. Gray","var.","heterotrichus","Hara","","",""," ","ERITHU2","BK","BK","BK","BK","GD","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",158,"acc","Asteraceae","Achillea alpina L. var. discoidea Regel","Achillea","alpina","L.","var.","discoidea","Regel","","",""," ","ACHALP","BU","BU","BU","BU","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",159,"acc","Asteraceae","Achillea alpina L. subsp. camtschatica Heimerl","Achillea","alpina","L.","subsp.","camtschatica","Heimerl","","",""," ","ACHALP1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",160,"acc","Asteraceae","Achillea alpina L. subsp. japonica Heimerl","Achillea","alpina","L.","subsp.","japonica","Heimerl","","",""," ","ACHALP2","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",161,"acc","Asteraceae","Achillea alpina L. subsp. pulchra Koidz.","Achillea","alpina","L.","subsp.","pulchra","Koidz.","","",""," ","ACHALP3","GD","GD","GD","GD","BU","BU",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",162,"acc","Asteraceae","Achillea alpina L. subsp. subcartilaginea Heimerl","Achillea","alpina","L.","subsp.","subcartilaginea","Heimerl","","",""," ","ACHALP4","BK","BK","BK","BK","GD","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",163,"acc","Asteraceae","Achillea ptarmica L. subsp. macrocephala Rupr.","Achillea","ptarmica","L.","subsp.","macrocephala","Rupr.","","",""," ","ACHPTA","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",164,"acc","Asteraceae","Achillea ptarmica L. var. yezoensis","Achillea","ptarmica","L.","var.","yezoensis","","","",""," ","ACHPTA1","BK","BK","BK","BK","GD","GD",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",165,"acc","Asteraceae","Artemisia japonica Thunb. subsp. japonica","Artemisia","japonica","Thunb.","subsp.","japonica","","","",""," ","ARTJAP","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",166,"acc","Asteraceae","Artemisia japonica Thunb. var. angustissima Nakai","Artemisia","japonica","Thunb.","var.","angustissima","Nakai","","",""," ","ARTJAP1","BU","BU","BU","BU","GN","BU",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",167,"acc","Asteraceae","Artemisia japonica Thunb. subsp. littoricola Kitam.","Artemisia","japonica","Thunb.","subsp.","littoricola","Kitam.","","",""," ","ARTJAP2","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",168,"acc","Asteraceae","Artemisia arctica Less. subsp. sachalinensis F. Schmidt","Artemisia","arctica","Less.","subsp.","sachalinensis","F. Schmidt","","",""," ","ARTARC","GN","GN","GN","GN","GN","GN",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
"*"," ",169,"acc","Asteraceae","Artemisia trifurcata Steph. ex Spreng. var. pedunculosa Koidz.","Artemisia","trifurcata","Steph. ex Spreng.","var.","pedunculosa","Koidz.","","",""," ","ARTTRI","BK","BK","BK","BK","GD","BK",0,"Flora of Japan Vol. IIIb","Compositae","Asteraceae","Asterales",""
