tag,del,spnumber,taxstat,family,species,genus,sp1,author1,rank1,sp2,author2,rank2,sp3,author3,hybrid,spquick,star,star_geo,star_geod,star_geou,star_infa,star_infs,tdwgtotals,origin,kew_fam,apg_fam,apg_order,moss
"*"," ",9768,"acc","Ulmaceae","Celtis biondii Pamp.","Celtis","biondii","Pamp.","","","","","",""," ","CELBIO","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Ulmaceae","Ulmaceae","Rosales",""
"*"," ",9769,"acc","Ulmaceae","Celtis boninensis Koidz.","Celtis","boninensis","Koidz.","","","","","",""," ","CELBON","GD","GD","GD","GD","GD","GD",0,"Flora of Japan IIa","Ulmaceae","Ulmaceae","Rosales",""
"*"," ",9770,"acc","Moraceae","Humulus japonicus Siebold et Zucc.","Humulus","japonicus","Siebold et Zucc.","","","","","",""," ","HUMJAP","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Cannabaceae","Cannabaceae","Rosales",""
"*"," ",9771,"acc","Moraceae","Humulus lupulus L. var. cordifolius (Miq.) Maxim., Franch. et Sav.","Humulus","lupulus","L.","var.","cordifolius","(Miq.) Maxim., Franch. et Sav.","","",""," ","HUMLUP","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Cannabaceae","Cannabaceae","Rosales",""
"*"," ",9772,"acc","Moraceae","Fatoua villosa (Thunb.) Nakai","Fatoua","villosa","(Thunb.) Nakai","","","","","",""," ","FATVIL","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9773,"acc","Moraceae","Ficus caulocarpa Miq.","Ficus","caulocarpa","Miq.","","","","","",""," ","FICCAU","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9774,"acc","Moraceae","Ficus superba (Miq.) Miq.","Ficus","superba","(Miq.) Miq.","","","","","",""," ","FICSUP","?","?","?","?","?","?",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9775,"acc","Moraceae","Ficus superba (Miq.) Miq. var. japonica Miq.","Ficus","superba","(Miq.) Miq.","var.","japonica","Miq.","","",""," ","FICSUP1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9776,"acc","Moraceae","Ficus microcarpa L.f.","Ficus","microcarpa","L.f.","","","","","",""," ","FICMIC","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9777,"acc","Moraceae","Ficus nipponica Franch. et Sav.","Ficus","nipponica","Franch. et Sav.","","","","","",""," ","FICNIP","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9778,"acc","Moraceae","Ficus thunbergii Maxim.","Ficus","thunbergii","Maxim.","","","","","",""," ","FICTHU","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9779,"acc","Moraceae","Ficus pumila L.","Ficus","pumila","L.","","","","","",""," ","FICPUM","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9780,"acc","Moraceae","Ficus erecta Thunb.","Ficus","erecta","Thunb.","","","","","",""," ","FICERE","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9781,"acc","Moraceae","Ficus erecta Thunb. var. erecta Ficus japonica Blume","Ficus","erecta","Thunb.","var.","erecta","Ficus japonica Blume","","",""," ","FICERE1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9782,"acc","Moraceae","Ficus erecta Thunb. var. beecheyana (Hook., et Arn.) King","Ficus","erecta","Thunb.","var.","beecheyana","(Hook., et Arn.) King","","",""," ","FICERE2","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9783,"acc","Moraceae","Ficus iidaiana Rehder et E. H. Wilson","Ficus","iidaiana","Rehder et E. H. Wilson","","","","","",""," ","FICIID","BK","BK","BK","BK","BK","BK",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9784,"acc","Moraceae","Ficus boninsimae Koidz.","Ficus","boninsimae","Koidz.","","","","","",""," ","FICBON","BK","BK","BK","BK","BK","BK",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9785,"acc","Moraceae","Ficus nishimurae Koidz.","Ficus","nishimurae","Koidz.","","","","","",""," ","FICNIS","BK","BK","BK","BK","BK","BK",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9786,"acc","Moraceae","Ficus virgata Reinw. ex Blume","Ficus","virgata","Reinw. ex Blume","","","","","",""," ","FICVIR","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9787,"acc","Moraceae","Ficus ampelas Burm.f.","Ficus","ampelas","Burm.f.","","","","","",""," ","FICAMP","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9788,"acc","Moraceae","Ficus irisana Elmer","Ficus","irisana","Elmer","","","","","",""," ","FICIRI","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9789,"acc","Moraceae","Ficus variegata Biume","Ficus","variegata","Biume","","","","","",""," ","FICVAR","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9790,"acc","Moraceae","Ficus benguetensis Merr.","Ficus","benguetensis","Merr.","","","","","",""," ","FICBEN","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9791,"acc","Moraceae","Ficus septica Burm.f.","Ficus","septica","Burm.f.","","","","","",""," ","FICSEP","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9792,"acc","Moraceae","Cudrania cochinchinensis (Lour.) Kudo et Masam","Cudrania","cochinchinensis","(Lour.) Kudo et Masam","","","","","",""," ","CUDCOC","?","?","?","?","?","?",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9793,"acc","Moraceae","Cudrania cochinchinensis (Lour.) Kudo et Masam var. gerontogea (Siebold et Zucc.) Kudo et Masam","Cudrania","cochinchinensis","(Lour.) Kudo et Masam","var.","gerontogea","(Siebold et Zucc.) Kudo et Masam","","",""," ","CUDCOC1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9794,"acc","Moraceae","Morus cathayana HemsL","Morus","cathayana","HemsL","","","","","",""," ","MORCAT","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9795,"acc","Moraceae","Morus alba L.","Morus","alba","L.","","","","","",""," ","MORALB","?","?","?","?","?","?",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9796,"acc","Moraceae","Morus alba L. var. alba","Morus","alba","L.","var.","alba","","","",""," ","MORALB1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9797,"acc","Moraceae","Morus alba L. var. multicaulis (Perr.) Loudon","Morus","alba","L.","var.","multicaulis","(Perr.) Loudon","","",""," ","MORALB2","xx!","xx","xx","xx","xx","xx",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9798,"acc","Moraceae","Morus boninensis Koidz.","Morus","boninensis","Koidz.","","","","","",""," ","MORBON1","BK","BK","BK","BK","BK","BK",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9799,"acc","Moraceae","Morus australis Poir. in Lam.","Morus","australis","Poir. in Lam.","","","","","",""," ","MORAUS","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9800,"acc","Moraceae","Morus kagayamae Koidz.","Morus","kagayamae","Koidz.","","","","","",""," ","MORKAG","BK","BK","BK","BK","BK","BK",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9801,"acc","Moraceae","Broussonetia papyrifera (L.) Vent.","Broussonetia","papyrifera","(L.) Vent.","","","","","",""," ","BROPAP","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9802,"acc","Moraceae","Broussonetia kazinoki Siebold","Broussonetia","kazinoki","Siebold","","","","","",""," ","BROKAZ","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9803,"acc","Moraceae","Broussonetia kaempferi Siebold","Broussonetia","kaempferi","Siebold","","","","","",""," ","BROKAE","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Moraceae","Moraceae","Rosales",""
"*"," ",9804,"acc","Urticaceae","Urtica thunbergiana Siebold et Zucc.","Urtica","thunbergiana","Siebold et Zucc.","","","","","",""," ","URTTHU","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9805,"acc","Urticaceae","Urtica platyphylla Wedd.","Urtica","platyphylla","Wedd.","","","","","",""," ","URTPLA","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9806,"acc","Urticaceae","Urtica laetevirens Maxim.","Urtica","laetevirens","Maxim.","","","","","",""," ","URTLAE","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9807,"acc","Urticaceae","Urtica angustifolia Fisch. ex Hornem.","Urtica","angustifolia","Fisch. ex Hornem.","","","","","",""," ","URTANG","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9808,"acc","Urticaceae","Urtica angustifolia Fisch. ex Hornem. var. angustifolia","Urtica","angustifolia","Fisch. ex Hornem.","var.","angustifolia","","","",""," ","URTANG1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9809,"acc","Urticaceae","Urtica angustifolia Fisch. ex Hornem. var. sikokiana (Makino) Ohwi","Urtica","angustifolia","Fisch. ex Hornem.","var.","sikokiana","(Makino) Ohwi","","",""," ","URTANG2","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9810,"acc","Urticaceae","Laportea bulbifera (Siebold et Zucc.) Wedd.","Laportea","bulbifera","(Siebold et Zucc.) Wedd.","","","","","",""," ","LAPBUL","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9811,"acc","Urticaceae","Laportea cuspidara (Wedd.) Friis","Laportea","cuspidara","(Wedd.) Friis","","","","","",""," ","LAPCUS","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9812,"acc","Urticaceae","Laportea cuspidata (Wedd.) Friis f. bulbifera (Kitam.) Fukuoka et Kurosaki","Laportea","cuspidata","(Wedd.) Friis","f.","bulbifera","(Kitam.) Fukuoka et Kurosaki","","",""," ","LAPCUS1","f.","f.","f.","f.","f.","f.",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9813,"acc","Urticaceae","Pilea japonica (Maxim.) Hand.-Mazz.","Pilea","japonica","(Maxim.) Hand.-Mazz.","","","","","",""," ","PILJAP","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9814,"acc","Urticaceae","Pilea kiotensis Ohwi","Pilea","kiotensis","Ohwi","","","","","",""," ","PILKIO","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9815,"acc","Urticaceae","Pilea brevicornuta Hayata","Pilea","brevicornuta","Hayata","","","","","",""," ","PILBRE","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9816,"acc","Urticaceae","Pilea angulata (Blume) Blume","Pilea","angulata","(Blume) Blume","","","","","",""," ","PILANG","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9817,"acc","Urticaceae","Pilea notata C.H.Wright","Pilea","notata","C.H.Wright","","","","","",""," ","PILNOT","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9818,"acc","Urticaceae","Pilea pumila (L.) A. Gray","Pilea","pumila","(L.) A. Gray","","","","","",""," ","PILPUM","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9819,"acc","Urticaceae","Pilea pumila (L.) A. Gray var. pumila","Pilea","pumila","(L.) A. Gray","var.","pumila","","","",""," ","PILPUM1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9820,"acc","Urticaceae","Pilea hamaoi Makino","Pilea","hamaoi","Makino","","","","","",""," ","PILHAM","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9821,"acc","Urticaceae","Pilea hamaoi Makino f. yakushimensis (Hatus.) Tateishi","Pilea","hamaoi","Makino","f.","yakushimensis","(Hatus.) Tateishi","","",""," ","PILHAM1","f.","f.","f.","f.","f.","f.",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9822,"acc","Urticaceae","Pilea microphylla (L.) Liebm.","Pilea","microphylla","(L.) Liebm.","","","","","",""," ","PILMIC","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9823,"acc","Urticaceae","Pilea peploides (Gaudich.) Hook., et Arn.","Pilea","peploides","(Gaudich.) Hook., et Arn.","","","","","",""," ","PILPEP","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9824,"acc","Urticaceae","Pilea swinglei Merr.","Pilea","swinglei","Merr.","","","","","",""," ","PILSWI","BK","BK","BK","BK","BK","BK",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9825,"acc","Urticaceae","Lecanthus peduncularis (Wall, Royle) Wedd.","Lecanthus","peduncularis","(Wall, Royle) Wedd.","","","","","",""," ","LECPED","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9826,"acc","Urticaceae","Nanocnide japonica Blume","Nanocnide","japonica","Blume","","","","","",""," ","NANJAP","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9827,"acc","Urticaceae","Nanocnide pilosa Migo","Nanocnide","pilosa","Migo","","","","","",""," ","NANPIL","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9828,"acc","Urticaceae","Nanocnide lobata Wedd.","Nanocnide","lobata","Wedd.","","","","","",""," ","NANLOB","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9829,"acc","Urticaceae","Procris boninensis Tuyama","Procris","boninensis","Tuyama","","","","","",""," ","PROBON","BK","BK","BK","BK","BK","BK",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9830,"acc","Urticaceae","Elatostema platyphyllum Wedd.","Elatostema","platyphyllum","Wedd.","","","","","",""," ","ELAPLA","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9831,"acc","Urticaceae","Elatostema lineolatum Wight","Elatostema","lineolatum","Wight","","","","","",""," ","ELALIN","?","?","?","?","?","?",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9832,"acc","Urticaceae","Elatostema lineolatum Wight var. majus Wedd.","Elatostema","lineolatum","Wight","var.","majus","Wedd.","","",""," ","ELALIN1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9833,"acc","Urticaceae","Elatostema densiflorum Franch. et Sav.","Elatostema","densiflorum","Franch. et Sav.","","","","","",""," ","ELADEN","BU","BU","BU","BU","BU","BU",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9834,"acc","Urticaceae","Elatostema laetevirens Makino","Elatostema","laetevirens","Makino","","","","","",""," ","ELALAE","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9835,"acc","Urticaceae","Elatostema yakushimense Hatus.","Elatostema","yakushimense","Hatus.","","","","","",""," ","ELAYAK1","BK","BK","BK","BK","BK","BK",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9836,"acc","Urticaceae","Elatostema yonakuniense Hatus.","Elatostema","yonakuniense","Hatus.","","","","","",""," ","ELAYON","BK","BK","BK","BK","BK","BK",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9837,"acc","Urticaceae","Elatostema japonicum Wedd.","Elatostema","japonicum","Wedd.","","","","","",""," ","ELAJAP3","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9838,"acc","Urticaceae","Elatostema involucratum Franch. et Sav.","Elatostema","involucratum","Franch. et Sav.","","","","","",""," ","ELAINV","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9839,"acc","Urticaceae","Elatostema oshimense (Hatus.) T.Yamaz.","Elatostema","oshimense","(Hatus.) T.Yamaz.","","","","","",""," ","ELAOSH","BK","BK","BK","BK","BK","BK",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9840,"acc","Urticaceae","Elatostema suzukii T.Yamaz.","Elatostema","suzukii","T.Yamaz.","","","","","",""," ","ELASUZ","BK","BK","BK","BK","BK","BK",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9841,"acc","Urticaceae","Pellionia minima Makino","Pellionia","minima","Makino","","","","","",""," ","PELMIN","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9842,"acc","Urticaceae","Pellionia brevifolia Benth.","Pellionia","brevifolia","Benth.","","","","","",""," ","PELBRE","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9843,"acc","Urticaceae","Pellionia radicans (Siebold et Zucc.) Wedd.","Pellionia","radicans","(Siebold et Zucc.) Wedd.","","","","","",""," ","PELRAD","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9844,"acc","Urticaceae","Pellionia yosiei (H. Hara) Ohwi","Pellionia","yosiei","(H. Hara) Ohwi","","","","","",""," ","PELYOS","BK","BK","BK","BK","BK","BK",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9845,"acc","Urticaceae","Pellionia arisanensis Hayata","Pellionia","arisanensis","Hayata","","","","","",""," ","PELARI","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9846,"acc","Urticaceae","Pellionia scabra Benth.","Pellionia","scabra","Benth.","","","","","",""," ","PELSCA","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9847,"acc","Urticaceae","Boehmeria nivea (L.) Gaudich.","Boehmeria","nivea","(L.) Gaudich.","","","","","",""," ","BOENIV","?","?","?","?","?","?",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9848,"acc","Urticaceae","Boehmeria nivea (L.) Gaudich var. concolor Makino","Boehmeria","nivea","(L.) Gaudich","var.","concolor","Makino","","",""," ","BOENIV1","GN!","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9849,"acc","Urticaceae","Boehmeria nivea (L.) Gaudich var. nivea Urtica nivea L.","Boehmeria","nivea","(L.) Gaudich","var.","nivea","Urtica nivea L.","","",""," ","BOENIV2","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9850,"acc","Urticaceae","Boehmeria spicata (Thunb.) Thunb.","Boehmeria","spicata","(Thunb.) Thunb.","","","","","",""," ","BOESPI","?","?","?","?","?","?",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9851,"acc","Urticaceae","Boehmeria spicata (Thunb.) Thunb. var. spicata","Boehmeria","spicata","(Thunb.) Thunb.","var.","spicata","","","",""," ","BOESPI1","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9852,"acc","Urticaceae","Boehmeria spicata (Thunb.) Thunb. var. microphylla Nakai ex Satake","Boehmeria","spicata","(Thunb.) Thunb.","var.","microphylla","Nakai ex Satake","","",""," ","BOESPI2","BU","BU","BU","BU","GN","BU",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9853,"acc","Urticaceae","Boehmeria tricuspis (Hance) Makino","Boehmeria","tricuspis","(Hance) Makino","","","","","",""," ","BOETRI","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9854,"acc","Urticaceae","Boehmeria gracilis C.H.Wright","Boehmeria","gracilis","C.H.Wright","","","","","",""," ","BOEGRA","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9855,"acc","Urticaceae","Boehmeria formosana Hayata","Boehmeria","formosana","Hayata","","","","","",""," ","BOEFOR","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9856,"acc","Urticaceae","Boehmeria sieboldiana Blume","Boehmeria","sieboldiana","Blume","","","","","",""," ","BOESIE","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9857,"acc","Urticaceae","Boehmeria densiflora Hook., et Am.","Boehmeria","densiflora","Hook., et Am.","","","","","",""," ","BOEDEN","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9858,"acc","Urticaceae","Boehmeria biloba Wedd.","Boehmeria","biloba","Wedd.","","","","","",""," ","BOEBIL","BU","BU","BU","BU","BU","BU",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9859,"acc","Urticaceae","Boehmeria arenicola Satake","Boehmeria","arenicola","Satake","","","","","",""," ","BOEARE","GD","GD","GD","GD","GD","GD",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9860,"acc","Urticaceae","Boehmeria yaeyamensis Hatus.","Boehmeria","yaeyamensis","Hatus.","","","","","",""," ","BOEYAE","BK","BK","BK","BK","BK","BK",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9861,"acc","Urticaceae","Boehmeria grandissima Nakai","Boehmeria","grandissima","Nakai","","","","","",""," ","BOEGRA1","BU","BU","BU","BU","BU","BU",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9862,"acc","Urticaceae","Boehmeria pannosa Nakai et Satake ex Satake","Boehmeria","pannosa","Nakai et Satake ex Satake","","","","","",""," ","BOEPAN","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9863,"acc","Urticaceae","Boehmeria kiusiana Satake","Boehmeria","kiusiana","Satake","","","","","",""," ","BOEKIU","GD","GD","GD","GD","GD","GD",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9864,"acc","Urticaceae","Boehmeria nakashimae Yahara","Boehmeria","nakashimae","Yahara","","","","","",""," ","BOENAK","BK","BK","BK","BK","BK","BK",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9865,"acc","Urticaceae","Boehmeria tosaensis T.Miyazaki et H.Ohba","Boehmeria","tosaensis","T.Miyazaki et H.Ohba","","","","","",""," ","BOETOS","BK","BK","BK","BK","BK","BK",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9866,"acc","Urticaceae","Boehmeria japonica (L.f.) Miq.","Boehmeria","japonica","(L.f.) Miq.","","","","","",""," ","BOEJAP2","?","?","?","?","?","?",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9867,"acc","Urticaceae","Boehmeria japonica (L.f.) Miq. var. longispica (Steud.) Yahara","Boehmeria","japonica","(L.f.) Miq.","var.","longispica","(Steud.) Yahara","","",""," ","BOEJAP3","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9868,"acc","Urticaceae","Boehmeria platanifolia Franch. et Sav. ex C.H.Wright","Boehmeria","platanifolia","Franch. et Sav. ex C.H.Wright","","","","","",""," ","BOEPLA","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9869,"acc","Urticaceae","Boehmeria holosericea Blume","Boehmeria","holosericea","Blume","","","","","",""," ","BOEHOL","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9870,"acc","Urticaceae","Boehmeria x dura Satake","Boehmeria","x dura","Satake","","","","","",""," ","BOEXD","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9871,"acc","Urticaceae","Boehmeria x egregia Satake","Boehmeria","x egregia","Satake","","","","","",""," ","BOEXE","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9872,"acc","Urticaceae","Boehmeria x izuoshimensls Satake","Boehmeria","x izuoshimensls","Satake","","","","","",""," ","BOEXI","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9873,"acc","Urticaceae","Boehmeria x minor Satake","Boehmeria","x minor","Satake","","","","","",""," ","BOEXM","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9874,"acc","Urticaceae","Boehmeria x tikusiensis Satake","Boehmeria","x tikusiensis","Satake","","","","","",""," ","BOEXT","hyb","hyb","hyb","hyb","hyb","hyb",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
"*"," ",9875,"acc","Urticaceae","Oreocnide pedunculata (Shirai) Masam.","Oreocnide","pedunculata","(Shirai) Masam.","","","","","",""," ","OREPED","GN","GN","GN","GN","GN","GN",0,"Flora of Japan IIa","Urticaceae","Urticaceae","Rosales",""
