tag,del,spnumber,taxstat,synof,family,species,genus,sp1,homonym,author1,rank1,sp2,author2,rank2,sp3,author3,star,tdwgtotals,origin,star_geo,star_geod,star_geou,star_infa,star_infs,horim_page,horim_uniq,kewstar,xtdwgtotal,tdwgareas
*, ,22250,acc,0,Cyperaceae,Fimbristylis aestivalis  var. aestivalis,Fimbristylis,aestivalis,0,,var.,aestivalis,,,,,GN,28,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,34,1622.611644
*, ,22251,acc,0,Cyperaceae,Fimbristylis autumnalis (L.) Roem. & Schult.,Fimbristylis,autumnalis,0,(L.) Roem. & Schult.,,,,,,,GN,63,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,71,1817.964533
*, ,22252,acc,0,Cyperaceae,Fimbristylis complanata (Retz.) Link,Fimbristylis,complanata,0,(Retz.) Link,,,,,,,GN,90,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,92,4004.896013
*, ,22254,acc,0,Cyperaceae,Fimbristylis complanata  f. exaltata T. Koyama,Fimbristylis,complanata,0,,f.,exaltata,T. Koyama,,,,f.,5,Kew WCSP,f.,f.,f.,f.,f.,0,,f.,5,315.737307
*, ,22255,acc,0,Cyperaceae,Fimbristylis cymosa R. Br.,Fimbristylis,cymosa,0,R. Br.,,,,,,,GN,103,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,103,3505.277313
*, ,22256,acc,0,Cyperaceae,Fimbristylis cymosa  subsp. cymosa,Fimbristylis,cymosa,0,,subsp.,cymosa,,,,,GN,98,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,98,3351.334456
*, ,22257,acc,0,Cyperaceae,Fimbristylis cymosa  var. spathacea (Roth) T. Koyama,Fimbristylis,cymosa,0,,var.,spathacea,(Roth) T. Koyama,,,,GN,11,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,11,515.811238
*, ,22258,acc,0,Cyperaceae,Fimbristylis dichotoma (L.) Vahl,Fimbristylis,dichotoma,0,(L.) Vahl,,,,,,,GN,161,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,168,6551.679248
*, ,22259,acc,0,Cyperaceae,Fimbristylis dichotoma  subsp. dichotoma,Fimbristylis,dichotoma,0,,subsp.,dichotoma,,,,,GN,158,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,164,6059.558919
*, ,22260,acc,0,Cyperaceae,Fimbristylis diphylloides Makino,Fimbristylis,diphylloides,0,Makino,,,,,,,GN,5,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,5,425.663907
*, ,22261,acc,0,Cyperaceae,Fimbristylis dipsacea (Rottb.) C.B.Clarke,Fimbristylis,dipsacea,0,(Rottb.) C.B.Clarke,,,,,,,GN,27,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,27,2087.402542
*, ,22262,acc,0,Cyperaceae,Fimbristylis dipsacea  var. verrucifera (Maxim.) T. Koyama,Fimbristylis,dipsacea,0,,var.,verrucifera,(Maxim.) T. Koyama,,,,GN,6,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,6,416.885704
*, ,22263,acc,0,Cyperaceae,Fimbristylis fusca (Nees) Benth. ex C.B.Clarke,Fimbristylis,fusca,0,(Nees) Benth. ex C.B.Clarke,,,,,,,GN,18,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,18,785.878506
*, ,22264,acc,0,Cyperaceae,Fimbristylis x itaru-itoana T. Koyama,Fimbristylis,x itaru-itoana,0,T. Koyama,,,,,,,hyb,1,Kew WCSP,hyb,hyb,hyb,hyb,hyb,0,,hyb,1,37.894518
*, ,22265,acc,0,Cyperaceae,Fimbristylis kadzusana Ohwi,Fimbristylis,kadzusana,0,Ohwi,,,,,,,BU/,1,Kew WCSP,BU,GN,GD,BU,BU,0,,BU,1,37.894518
*, ,22266,acc,0,Cyperaceae,Fimbristylis littoralis Gaudich.,Fimbristylis,littoralis,0,Gaudich.,,,,,,,GN,94,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,96,3933.839241
*, ,22267,acc,0,Cyperaceae,Fimbristylis littoralis  var. koidzumiana (Ohwi) T. Koyama,Fimbristylis,littoralis,0,,var.,koidzumiana,(Ohwi) T. Koyama,,,,GN,4,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,4,68.948162
*, ,22268,acc,0,Cyperaceae,Fimbristylis littoralis  var. littoralis,Fimbristylis,littoralis,0,,var.,littoralis,,,,,GN,91,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,93,3843.745451
*, ,22269,acc,0,Cyperaceae,Fimbristylis longispica Steud.,Fimbristylis,longispica,0,Steud.,,,,,,,GN,10,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,10,575.41756
*, ,22270,acc,0,Cyperaceae,Fimbristylis longispica  var. longispica,Fimbristylis,longispica,0,,var.,longispica,,,,,GN,7,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,7,575.406922
*, ,22271,acc,0,Cyperaceae,Fimbristylis ovata (Burm.f.) J.Kern,Fimbristylis,ovata,0,(Burm.f.) J.Kern,,,,,,,GN,85,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,86,2817.35779
*, ,22272,acc,0,Cyperaceae,Fimbristylis pierotii Miq.,Fimbristylis,pierotii,0,Miq.,,,,,,,GN,10,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,10,531.921103
*, ,22273,acc,0,Cyperaceae,Fimbristylis sericea (Poir.) R. Br.,Fimbristylis,sericea,0,(Poir.) R. Br.,,,,,,,GN,15,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,15,1096.080419
*, ,22274,acc,0,Cyperaceae,Fimbristylis sieboldii Miq. ex Franch. & Sav.,Fimbristylis,sieboldii,0,Miq. ex Franch. & Sav.,,,,,,,GN,9,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,9,311.263241
*, ,22275,acc,0,Cyperaceae,Fimbristylis sieboldii  var. sieboldii,Fimbristylis,sieboldii,0,,var.,sieboldii,,,,,GN,7,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,7,311.066565
*, ,22276,acc,0,Cyperaceae,Fimbristylis squarrosa Vahl,Fimbristylis,squarrosa,0,Vahl,,,,,,,GN,48,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,67,3108.70569
*, ,22277,acc,0,Cyperaceae,Fimbristylis squarrosa  var. esquarrosa Makino,Fimbristylis,squarrosa,0,,var.,esquarrosa,Makino,,,,GN,23,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,23,1408.098634
*, ,22278,acc,0,Cyperaceae,Fimbristylis squarrosa  var. squarrosa,Fimbristylis,squarrosa,0,,var.,squarrosa,,,,,GN,43,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,64,3013.607857
*, ,22279,acc,0,Cyperaceae,Fimbristylis stauntonii Debeaux & Franch.,Fimbristylis,stauntonii,0,Debeaux & Franch.,,,,,,,GN,6,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,6,517.198299
*, ,22280,acc,0,Cyperaceae,Fimbristylis stauntonii  var. stauntonii,Fimbristylis,stauntonii,0,,var.,stauntonii,,,,,GN,6,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,6,517.198299
*, ,22281,acc,0,Cyperaceae,Fimbristylis stauntonii  var. tonensis (Makino) T. Koyama,Fimbristylis,stauntonii,0,,var.,tonensis,(Makino) T. Koyama,,,,GD/,1,Kew WCSP,GD,BU,BK,BU,BU,0,,GD,1,37.894518
*, ,22282,acc,0,Cyperaceae,Fimbristylis tristachya R. Br.,Fimbristylis,tristachya,0,R. Br.,,,,,,,GN,24,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,24,995.106153
*, ,22283,acc,0,Cyperaceae,Fimbristylis tristachya  var. pacifica (Ohwi) T. Koyama,Fimbristylis,tristachya,0,,var.,pacifica,(Ohwi) T. Koyama,,,,BU/,2,Kew WCSP,BU,GN,GD,GN,BU,0,,BU,2,38.084234
*, ,22284,acc,0,Cyperaceae,Fimbristylis tristachya  var. subbispicata (Nees) T. Koyama,Fimbristylis,tristachya,0,,var.,subbispicata,(Nees) T. Koyama,,,,GN,12,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,12,552.436893
*, ,22517,acc,0,Cyperaceae,Fuirena ciliaris (L.) Roxb.,Fuirena,ciliaris,0,(L.) Roxb.,,,,,,,GN,56,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,56,2664.615661
*, ,22518,acc,0,Cyperaceae,Fuirena ciliaris  f. ciliaris,Fuirena,ciliaris,0,,f.,ciliaris,,,,,f.,56,Kew WCSP,f.,f.,f.,f.,f.,0,,f.,56,2664.615661
*, ,22561,acc,0,Cyperaceae,Isolepis crassiuscula Hook. f.,Isolepis,crassiuscula,0,Hook. f.,,,,,,,GN,7,Kew WCSP,GN,GN,GN,GN,GN,854,*,GN,7,376.049111
*, ,22616,acc,0,Cyperaceae,Kyllinga brevifolia Rottb.,Kyllinga,brevifolia,0,Rottb.,,,,,,,GN,124,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,144,4529.51566
*, ,22618,acc,0,Cyperaceae,Kyllinga gracillima Miq.,Kyllinga,gracillima,0,Miq.,,,,,,,GN,9,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,28,561.726103
*, ,22671,acc,0,Cyperaceae,Lipocarpha microcephala (R. Br.) Kunth,Lipocarpha,microcephala,0,(R. Br.) Kunth,,,,,,,GN,29,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,31,1515.497505
*, ,22748,acc,0,Cyperaceae,Pycreus diaphanus (SCHRAD. ex Roem. & Schult.) S.S.Hooper & T. Koyama,Pycreus,diaphanus,0,(SCHRAD. ex Roem. & Schult.) S.S.Hooper & T. Koyama,,,,,,,GN,18,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,18,903.033837
*, ,22749,acc,0,Cyperaceae,Pycreus flavidus (Retz.) T. Koyama,Pycreus,flavidus,0,(Retz.) T. Koyama,,,,,,,GN,68,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,68,3560.353898
*, ,22750,acc,0,Cyperaceae,Pycreus flavidus  var. flavidus,Pycreus,flavidus,0,,var.,flavidus,,,,,GN,68,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,68,3560.353898
*, ,22751,acc,0,Cyperaceae,Pycreus flavidus  var. nilagiricus (Hochst. ex Steud.) Karthik.,Pycreus,flavidus,0,,var.,nilagiricus,(Hochst. ex Steud.) Karthik.,,,,GN,18,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,19,1251.42071
*, ,22752,acc,0,Cyperaceae,Pycreus flavidus  var. strictus (C.B.Clarke) Karthik.,Pycreus,flavidus,0,,var.,strictus,(C.B.Clarke) Karthik.,,,,GN,19,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,19,1323.200619
*, ,22753,acc,0,Cyperaceae,Pycreus polystachyos (Rottb.) P.Beauv.,Pycreus,polystachyos,0,(Rottb.) P.Beauv.,,,,,,,GN,136,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,149,5289.646614
*, ,22754,acc,0,Cyperaceae,Pycreus polystachyos  subsp. polystachyos,Pycreus,polystachyos,0,,subsp.,polystachyos,,,,,GN,133,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,146,5014.567357
*, ,22755,acc,0,Cyperaceae,Pycreus sanguinolentus (Vahl) Nees,Pycreus,sanguinolentus,0,(Vahl) Nees,,,,,,,GN,59,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,66,3478.281755
*, ,22757,acc,0,Cyperaceae,Pycreus setiformis (Korsh.) Nakai,Pycreus,setiformis,0,(Korsh.) Nakai,,,,,,,GN,5,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,5,335.908317
*, ,22758,acc,0,Cyperaceae,Pycreus unioloides (R. Br.) Urb.,Pycreus,unioloides,0,(R. Br.) Urb.,,,,,,,GN,62,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,62,3107.299399
*, ,22812,acc,0,Cyperaceae,Rhynchospora alba (L.) Vahl,Rhynchospora,alba,0,(L.) Vahl,,,,,,,GN,80,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,80,3744.5462
*, ,22813,acc,0,Cyperaceae,Rhynchospora chinensis Nees & Meyen,Rhynchospora,chinensis,0,Nees & Meyen,,,,,,,GN,19,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,19,868.708247
*, ,22814,acc,0,Cyperaceae,Rhynchospora chinensis  subsp. chinensis,Rhynchospora,chinensis,0,,subsp.,chinensis,,,,,GN,17,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,19,867.242233
*, ,22815,acc,0,Cyperaceae,Rhynchospora faberi C.B.Clarke,Rhynchospora,faberi,0,C.B.Clarke,,,,,,,GN,5,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,5,323.821405
*, ,22816,acc,0,Cyperaceae,Rhynchospora fauriei Franch.,Rhynchospora,fauriei,0,Franch.,,,,,,,GN/,2,Kew WCSP,GN,GN,BU,GN,GN,0,,GN,2,60.6627
*, ,22817,acc,0,Cyperaceae,Rhynchospora fujiana Makino,Rhynchospora,fujiana,0,Makino,,,,,,,GN,3,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,3,79.545481
*, ,22818,acc,0,Cyperaceae,Rhynchospora x hakkodensis Mochizuki,Rhynchospora,x hakkodensis,0,Mochizuki,,,,,,,hyb,1,Kew WCSP,hyb,hyb,hyb,hyb,hyb,0,,hyb,1,37.894518
*, ,22819,acc,0,Cyperaceae,Rhynchospora malasica C.B.Clarke,Rhynchospora,malasica,0,C.B.Clarke,,,,,,,GN,8,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,8,304.466871
*, ,22820,acc,0,Cyperaceae,Rhynchospora rubra (Lour.) Makino,Rhynchospora,rubra,0,(Lour.) Makino,,,,,,,GN,45,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,45,1670.572101
*, ,22821,acc,0,Cyperaceae,Rhynchospora rubra  subsp. rubra,Rhynchospora,rubra,0,,subsp.,rubra,,,,,GN,31,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,31,1279.318279
*, ,22822,acc,0,Cyperaceae,Rhynchospora rugosa (Vahl) Gale,Rhynchospora,rugosa,0,(Vahl) Gale,,,,,,,GN,85,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,85,3689.213706
*, ,22823,acc,0,Cyperaceae,Rhynchospora rugosa  subsp. brownii (Roem. & Schult.) T. Koyama,Rhynchospora,rugosa,0,,subsp.,brownii,(Roem. & Schult.) T. Koyama,,,,GN,48,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,48,2198.567088
*, ,22876,acc,0,Cyperaceae,Schoenoplectiella hotarui (Ohwi) J.Jung & H.K.Choi,Schoenoplectiella,hotarui,0,(Ohwi) J.Jung & H.K.Choi,,,,,,,GN,7,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,7,290.267398
*, ,22877,acc,0,Cyperaceae,Schoenoplectiella juncoides (Roxb.) Lye,Schoenoplectiella,juncoides,0,(Roxb.) Lye,,,,,,,GN,39,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,41,1755.68631
*, ,22878,acc,0,Cyperaceae,Schoenoplectiella komarovii (Roshev.) J.Jung & H.K.Choi,Schoenoplectiella,komarovii,0,(Roshev.) J.Jung & H.K.Choi,,,,,,,GN,7,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,7,469.450683
*, ,22879,acc,0,Cyperaceae,Schoenoplectiella lineolata (Franch. & Sav.) J.Jung & H.K.Choi,Schoenoplectiella,lineolata,0,(Franch. & Sav.) J.Jung & H.K.Choi,,,,,,,GN,6,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,9,240.187276
*, ,22880,acc,0,Cyperaceae,Schoenoplectiella mucronata (L.) J.Jung & H.K.Choi,Schoenoplectiella,mucronata,0,(L.) J.Jung & H.K.Choi,,,,,,,GN,77,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,96,3959.718526
*, ,22881,acc,0,Cyperaceae,Schoenoplectiella wallichii (Nees) Lye,Schoenoplectiella,wallichii,0,(Nees) Lye,,,,,,,GN,10,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,10,452.244089
*, ,22883,acc,0,Cyperaceae,Schoenoplectus hondoensis (Ohwi) Soj?k,Schoenoplectus,hondoensis,0,(Ohwi) Soj?k,,,,,,,BU/,1,Kew WCSP,BU,GN,GD,BU,BU,0,,BU,1,37.894518
*, ,22884,acc,0,Cyperaceae,Schoenoplectus multisetus Hayas. & C.Sato,Schoenoplectus,multisetus,0,Hayas. & C.Sato,,,,,,,BU/,1,Kew WCSP,BU,GN,GD,BU,BU,0,,BU,1,37.894518
*, ,22885,acc,0,Cyperaceae,Schoenoplectus nipponicus (Makino) Soj?k,Schoenoplectus,nipponicus,0,(Makino) Soj?k,,,,,,,GN,6,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,6,334.610395
*, ,22886,acc,0,Cyperaceae,Schoenoplectus orthorhizomatus (Kats.Arai & Miyam.) Hayas. & H. Ohashi,Schoenoplectus,orthorhizomatus,0,(Kats.Arai & Miyam.) Hayas. & H. Ohashi,,,,,,,GN/,1,Kew WCSP,GN,GN,BU,GN,GN,0,,BU,1,37.894518
*, ,22887,acc,0,Cyperaceae,Schoenoplectus x osoreyamensis (M.Kikuchi) Hayas.,Schoenoplectus,x osoreyamensis,0,(M.Kikuchi) Hayas.,,,,,,,hyb,1,Kew WCSP,hyb,hyb,hyb,hyb,hyb,0,,hyb,1,37.894518
*, ,22888,acc,0,Cyperaceae,Schoenoplectus tabernaemontani (C.C.Gmel.) Palla,Schoenoplectus,tabernaemontani,0,(C.C.Gmel.) Palla,,,,,,,GN,183,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,183,9509.816418
*, ,22889,acc,0,Cyperaceae,Schoenoplectus trapezoideus (Koidz.) Hayas. & H. Ohashi,Schoenoplectus,trapezoideus,0,(Koidz.) Hayas. & H. Ohashi,,,,,,,GN,5,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,5,373.89455
*, ,22890,acc,0,Cyperaceae,Schoenoplectus triqueter (L.) Palla,Schoenoplectus,triqueter,0,(L.) Palla,,,,,,,GN,53,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,58,2919.82605
*, ,22891,acc,0,Cyperaceae,Schoenoplectus x uzenensis (Ohwi ex T. Koyama) Hayas. & H. Ohashi,Schoenoplectus,x uzenensis,0,(Ohwi ex T. Koyama) Hayas. & H. Ohashi,,,,,,,hyb,1,Kew WCSP,hyb,hyb,hyb,hyb,hyb,0,,hyb,1,37.894518
*, ,22937,acc,0,Cyperaceae,Schoenus apogon Roem. & Schult.,Schoenus,apogon,0,Roem. & Schult.,,,,,,,GN,11,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,11,449.769676
*, ,22938,acc,0,Cyperaceae,Schoenus apogon  var. apogon,Schoenus,apogon,0,,var.,apogon,,,,,GN,11,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,11,449.769676
*, ,22964,acc,0,Cyperaceae,Scirpus fuirenoides Maxim.,Scirpus,fuirenoides,0,Maxim.,,,,,,,BU/,1,Kew WCSP,BU,GN,GD,BU,BU,0,,BU,1,37.894518
*, ,22965,acc,0,Cyperaceae,Scirpus hattorianus Makino,Scirpus,hattorianus,0,Makino,,,,,,,GN,25,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,27,602.479134
*, ,22966,acc,0,Cyperaceae,Scirpus karuisawensis Makino,Scirpus,karuisawensis,0,Makino,,,,,,,GN,6,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,6,517.198299
*, ,22967,acc,0,Cyperaceae,Scirpus maximowiczii C.B.Clarke,Scirpus,maximowiczii,0,C.B.Clarke,,,,,,,GN,12,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,12,1384.783659
*, ,22968,acc,0,Cyperaceae,Scirpus mitsukurianus Makino,Scirpus,mitsukurianus,0,Makino,,,,,,,BU/,1,Kew WCSP,BU,GN,GD,BU,BU,0,,BU,1,37.894518
*, ,22969,acc,0,Cyperaceae,Scirpus orientalis Ohwi,Scirpus,orientalis,0,Ohwi,,,,,,,GN,19,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,19,2789.980539
*, ,22970,acc,0,Cyperaceae,Scirpus radicans Schkuhr,Scirpus,radicans,0,Schkuhr,,,,,,,GN,36,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,36,3923.598869
*, ,22971,acc,0,Cyperaceae,Scirpus rosthornii Diels,Scirpus,rosthornii,0,Diels,,,,,,,GN,7,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,7,536.485899
*, ,22972,acc,0,Cyperaceae,Scirpus ternatanus Reinw. ex Miq.,Scirpus,ternatanus,0,Reinw. ex Miq.,,,,,,,GN,22,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,22,922.518716
*, ,22973,acc,0,Cyperaceae,Scirpus wichurae Boeckeler,Scirpus,wichurae,0,Boeckeler,,,,,,,GN,11,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,11,540.774735
*, ,22974,acc,0,Cyperaceae,Scirpus wichurae  var. wichurae,Scirpus,wichurae,0,,var.,wichurae,,,,,GN,2,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,2,39.154605
*, ,23285,acc,0,Cyperaceae,Scleria levis Retz.,Scleria,levis,0,Retz.,,,,,,,GN,32,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,32,1331.319477
*, ,23286,acc,0,Cyperaceae,Scleria mikawana Makino,Scleria,mikawana,0,Makino,,,,,,,GN,16,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,16,944.882385
*, ,23287,acc,0,Cyperaceae,Scleria parvula Steud.,Scleria,parvula,0,Steud.,,,,,,,GN,23,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,23,1153.787983
*, ,23288,acc,0,Cyperaceae,Scleria rugosa R. Br.,Scleria,rugosa,0,R. Br.,,,,,,,GN,26,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,26,1380.269039
*, ,23352,acc,0,Cyperaceae,Trichophorum alpinum (L.) Pers.,Trichophorum,alpinum,0,(L.) Pers.,,,,,,,GN,60,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,60,5231.752975
*, ,23353,acc,0,Cyperaceae,Trichophorum cespitosum (L.) Hartm.,Trichophorum,cespitosum,0,(L.) Hartm.,,,,,,,GN,77,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,77,6115.660523
*, ,23354,acc,0,Cyperaceae,Trichophorum cespitosum  subsp. cespitosum,Trichophorum,cespitosum,0,,subsp.,cespitosum,,,,,GN,75,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,75,5776.642761
*, ,23419,acc,0,Cyperaceae,Carex augustini Tuyama,Carex,augustini,0,Tuyama,,,,,,,BK,1,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,1,0.003678
*, ,23438,acc,0,Cyperaceae,Carex arisanensis Hayata,Carex,arisanensis,0,Hayata,,,,,,,GN,3,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,3,134.53904
*, ,23439,acc,0,Cyperaceae,Carex arisanensis  subsp. arisanensis,Carex,arisanensis,0,,subsp.,arisanensis,,,,,BU/,3,Kew WCSP,BU,GN,GD,GN,BU,0,,GN,3,134.53904
*, ,23440,acc,0,Cyperaceae,Carex brachyanthera Ohwi,Carex,brachyanthera,0,Ohwi,,,,,,,BU/,3,Kew WCSP,BU,GN,GD,BU,BU,0,,GN,3,70.055965
*, ,23441,acc,0,Cyperaceae,Carex breviscapa C.B.Clarke,Carex,breviscapa,0,C.B.Clarke,,,,,,,GN,14,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,14,577.050314
*, ,23442,acc,0,Cyperaceae,Carex collifera Ohwi,Carex,collifera,0,Ohwi,,,,,,,BK,1,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,1,0.189716
*, ,23443,acc,0,Cyperaceae,Carex kimurae Ohwi & T. Koyama,Carex,kimurae,0,Ohwi & T. Koyama,,,,,,,BK,1,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,1,0.189716
*, ,23444,acc,0,Cyperaceae,Carex maculata  var. tetsuoi (Ohwi) Hatus. ex T. Koyama,Carex,maculata,0,,var.,tetsuoi,(Ohwi) Hatus. ex T. Koyama,,,,BK,1,Kew WCSP,BK,BK,BK,GD,GD,0,,BK,1,0.189716
*, ,23445,acc,0,Cyperaceae,Carex sacrosancta  var. tamakii (T. Koyama) T. Koyama,Carex,sacrosancta,0,,var.,tamakii,(T. Koyama) T. Koyama,,,,BK,1,Kew WCSP,BK,BK,BK,GD,GD,0,,BK,1,0.189716
*, ,23446,acc,0,Cyperaceae,Carex sakonis T. Koyama,Carex,sakonis,0,T. Koyama,,,,,,,BK,1,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,1,0.189716
*, ,23447,acc,0,Cyperaceae,Carex taihokuensis Hayata,Carex,taihokuensis,0,Hayata,,,,,,,GN,4,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,4,151.778927
*, ,23448,acc,0,Cyperaceae,Carex tenuior T. Koyama & T.I.Chuang,Carex,tenuior,0,T. Koyama & T.I.Chuang,,,,,,,BK,1,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,1,0.189716
*, ,23449,acc,0,Cyperaceae,Carex tokarensis T. Koyama,Carex,tokarensis,0,T. Koyama,,,,,,,BK,1,Kew WCSP,BK,BK,BK,BK,BK,0,,BK,1,0.189716
*, ,23496,acc,0,Cyperaceae,Cyperus articulatus L.,Cyperus,articulatus,0,L.,,,,,,,GN,110,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,113,4279.443242
*, ,23497,acc,0,Cyperaceae,Cyperus cyperinus (Retz.) Suringar,Cyperus,cyperinus,0,(Retz.) Suringar,,,,,,,GN,44,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,44,1221.953038
*, ,23498,acc,0,Cyperaceae,Cyperus distans L.f.,Cyperus,distans,0,L.f.,,,,,,,GN,90,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,92,3243.690755
*, ,23499,acc,0,Cyperaceae,Cyperus eragrostis Lam.,Cyperus,eragrostis,0,Lam.,,,,,,,GN,22,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,50,922.713295
*, ,23500,acc,0,Cyperaceae,Cyperus involucratus Rottb.,Cyperus,involucratus,0,Rottb.,,,,,,,GN,31,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,96,1559.187668
*, ,23501,acc,0,Cyperaceae,Cyperus javanicus Houtt.,Cyperus,javanicus,0,Houtt.,,,,,,,GN,43,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,44,1315.724325
*, ,23502,acc,0,Cyperaceae,Cyperus nutans Vahl,Cyperus,nutans,0,Vahl,,,,,,,GN,39,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,39,2314.113224
*, ,23503,acc,0,Cyperaceae,Cyperus nutans  var. eleusinoides (Kunth) Haines,Cyperus,nutans,0,,var.,eleusinoides,(Kunth) Haines,,,,GN,34,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,34,2238.40717
*, ,23504,acc,0,Cyperaceae,Cyperus nutans  var. subprolixus (K?k.) Karth.,Cyperus,nutans,0,,var.,subprolixus,(K?k.) Karth.,,,,GN,6,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,6,131.646276
*, ,23505,acc,0,Cyperaceae,Cyperus stoloniferus Retz.,Cyperus,stoloniferus,0,Retz.,,,,,,,GN,25,Kew WCSP,GN,GN,GN,GN,GN,0,,GN,25,1090.153366
